Instance : kroA150.tsp
opt distance : 26524
trial : 10
generation : 100
population : 200
children : 100
trial...1
gene	min	max	ave
1	26858	29205	28069.6
2	26822	28338	27483.4
3	26677	27654	27092.8
4	26550	27245	26860
5	26524	27014	26714
6	26524	26840	26618.7
7	26524	26725	26560.5
8	26524	26591	26531.3
9	26524	26580	26525.2
10	26524	26536	26524.1
11	26524	26524	26524
trial...2
gene	min	max	ave
1	27027	28969	28028.4
2	26728	28214	27432.9
3	26644	27651	27059
4	26535	27280	26833
5	26524	26923	26687.1
6	26524	26786	26600.9
7	26524	26707	26551.4
8	26524	26621	26531.6
9	26524	26536	26525
10	26524	26536	26524.1
11	26524	26524	26524
trial...3
gene	min	max	ave
1	26915	29308	28053.4
2	26774	28362	27446.5
3	26643	27652	27067.4
4	26528	27340	26817.2
5	26524	26976	26665.1
6	26524	26745	26570.7
7	26524	26640	26533.4
8	26524	26537	26524.8
9	26524	26525	26524.3
10	26524	26525	26524.1
11	26524	26525	26524
12	26524	26524	26524
trial...4
gene	min	max	ave
1	27133	29594	28061.3
2	26778	28235	27462.2
3	26708	27888	27091.7
4	26536	27230	26859.4
5	26525	27082	26716.7
6	26524	26865	26622.6
7	26524	26718	26556.4
8	26524	26693	26530.2
9	26524	26537	26524.6
10	26524	26525	26524
11	26524	26524	26524
trial...5
gene	min	max	ave
1	26981	29263	27962.5
2	26815	28141	27384.1
3	26606	27519	27008.1
4	26524	27188	26796.8
5	26524	27002	26666.3
6	26524	26781	26589.7
7	26524	26725	26547.1
8	26524	26580	26528
9	26524	26579	26524.7
10	26524	26524	26524
trial...6
gene	min	max	ave
1	26979	29330	27993
2	26761	28576	27429.6
3	26594	27726	27051.7
4	26524	27188	26805.2
5	26524	26902	26660.5
6	26524	26757	26578.9
7	26524	26673	26540.8
8	26524	26580	26526.7
9	26524	26536	26524.1
10	26524	26524	26524
trial...7
gene	min	max	ave
1	26839	29399	28040.9
2	26805	28436	27459.6
3	26655	27888	27098.5
4	26526	27244	26850.8
5	26524	26981	26686.9
6	26524	26764	26587.9
7	26524	26694	26542.8
8	26524	26579	26527.7
9	26524	26536	26524.3
10	26524	26525	26524
11	26524	26524	26524
trial...8
gene	min	max	ave
1	26911	29544	28057
2	26773	28184	27488.1
3	26663	27609	27124.1
4	26559	27248	26877
5	26524	26991	26723.8
6	26524	26923	26618.2
7	26524	26715	26551.5
8	26524	26625	26528.7
9	26524	26536	26524.7
10	26524	26536	26524.1
11	26524	26524	26524
trial...9
gene	min	max	ave
1	27193	29322	28065.1
2	26715	28304	27454.3
3	26665	27675	27057.5
4	26524	27207	26811.7
5	26524	27081	26662.8
6	26524	26787	26573.6
7	26524	26657	26530.6
8	26524	26579	26524.5
9	26524	26525	26524
10	26524	26524	26524
trial...10
gene	min	max	ave
1	26905	29435	27980.2
2	26762	28273	27424.5
3	26623	27729	27061.3
4	26536	27275	26826.8
5	26524	27022	26682.2
6	26524	26800	26593.6
7	26524	26719	26547.5
8	26524	26639	26527.4
9	26524	26533	26524.2
10	26524	26524	26524
opt count : 10
opt average : 26524
convergence generation : 10.7
