Instance : pcb1173.tsp
opt distance : 56892
trial : 10
generation : 100
population : 200
children : 100
trial...1
gene	min	max	ave
1	61432	64109	62775.3
2	60594	62810	61760.1
3	60004	61885	60916.5
4	59334	60779	60221.2
5	59002	60188	59600.3
6	58521	59608	59080.7
7	58102	59109	58664
8	57752	58710	58297.5
9	57518	58320	57975.3
10	57427	58017	57716
11	57292	57790	57505.8
12	57212	57539	57342.6
13	57094	57332	57216.2
14	57012	57215	57122.9
15	56985	57133	57053.9
16	56945	57067	57002.7
17	56925	57012	56965.8
18	56906	56982	56937.6
19	56896	56953	56918.5
20	56894	56926	56907.6
21	56893	56916	56901.3
22	56892	56902	56899.1
23	56892	56901	56897.4
24	56892	56900	56895.4
25	56892	56900	56893.3
26	56892	56900	56892.2
27	56892	56892	56892
trial...2
gene	min	max	ave
1	61759	64064	62726.5
2	60751	62815	61772
3	60285	61554	60965.4
4	59554	60884	60286.9
5	59032	60328	59710.3
6	58732	59694	59222.5
7	58302	59249	58780.8
8	57910	58837	58386.8
9	57620	58444	58038.5
10	57365	58065	57753.3
11	57237	57753	57514.8
12	57116	57512	57334.8
13	57071	57310	57204.6
14	57013	57227	57105.9
15	56969	57126	57037.7
16	56935	57053	56988.5
17	56910	57003	56953.7
18	56910	56977	56929.8
19	56900	56936	56915
20	56897	56919	56906.4
21	56893	56913	56900.7
22	56892	56906	56896.6
23	56892	56902	56894
24	56892	56898	56892.8
25	56892	56893	56892.3
26	56892	56893	56892.1
27	56892	56893	56892
28	56892	56892	56892
trial...3
gene	min	max	ave
1	61171	64429	62698.3
2	60661	62592	61697.4
3	59955	61652	60874
4	59272	60891	60212.4
5	58867	60192	59635.6
6	58587	59773	59141
7	58210	59100	58713.6
8	57933	58747	58330.4
9	57644	58496	58010.8
10	57451	58091	57746
11	57266	57754	57533
12	57172	57531	57372.3
13	57123	57403	57248.3
14	57043	57274	57158.1
15	57009	57172	57089.6
16	56970	57105	57041.5
17	56946	57054	57002.4
18	56925	57017	56967.2
19	56907	56971	56941
20	56902	56948	56922.4
21	56897	56938	56911.2
22	56893	56916	56906.2
23	56892	56910	56903.4
24	56892	56907	56900.4
25	56892	56907	56897
26	56892	56907	56893.6
27	56892	56903	56892.3
28	56892	56892	56892
trial...4
gene	min	max	ave
1	61585	63801	62769.1
2	60739	62951	61746.3
3	60183	61634	60931.4
4	59443	60776	60262.1
5	58952	60204	59668.9
6	58521	59653	59156.2
7	58203	59171	58696.9
8	57939	58753	58305.3
9	57718	58402	57995.7
10	57519	58011	57737.5
11	57310	57798	57533
12	57235	57554	57372.8
13	57131	57415	57250.1
14	57047	57256	57152.4
15	56999	57154	57082.6
16	56966	57087	57028
17	56943	57053	56985.8
18	56916	56992	56956
19	56916	56967	56935
20	56908	56940	56921.9
21	56905	56928	56914.4
22	56904	56920	56910.1
23	56904	56915	56907.5
24	56904	56912	56905.9
25	56904	56907	56904.9
26	56904	56907	56904.2
27	56904	56907	56904
28	56904	56904	56904
trial...5
gene	min	max	ave
1	61476	64240	62715.2
2	60915	62539	61718
3	60164	61645	60930.1
4	59730	61009	60275.2
5	59106	60203	59703.6
6	58471	59834	59203.4
7	58231	59216	58768.7
8	57884	58882	58384.5
9	57618	58448	58057.2
10	57426	58042	57795.8
11	57352	57878	57585
12	57224	57682	57420.3
13	57140	57453	57277.9
14	57070	57297	57170.7
15	56990	57185	57095.9
16	56952	57117	57035
17	56937	57063	56989.9
18	56924	56996	56958.8
19	56909	56968	56936.3
20	56900	56947	56920.3
21	56894	56926	56907.8
22	56894	56915	56900.1
23	56893	56906	56895.8
24	56893	56899	56894.1
25	56893	56895	56893.9
26	56893	56894	56893.8
27	56893	56894	56893.6
28	56893	56894	56893.4
29	56893	56894	56893.1
30	56893	56894	56893
31	56893	56893	56893
trial...6
gene	min	max	ave
1	61316	63865	62757.7
2	60944	62519	61751.2
3	60019	61539	60923.8
4	59665	60810	60258.1
5	59046	60170	59681.1
6	58525	59653	59185.2
7	58277	59159	58749.5
8	57971	58711	58369.6
9	57655	58439	58037
10	57491	58046	57739.5
11	57314	57787	57516.1
12	57116	57526	57338.4
13	57046	57319	57205.3
14	57003	57224	57110.3
15	56976	57124	57041.1
16	56950	57042	56992.5
17	56924	56999	56960.8
18	56910	56961	56937.9
19	56901	56945	56920.4
20	56896	56929	56907
21	56893	56917	56899.7
22	56892	56902	56897.5
23	56892	56898	56896.8
24	56892	56898	56895.8
25	56892	56898	56894.5
26	56892	56897	56893.2
27	56892	56897	56892.4
28	56892	56892	56892
trial...7
gene	min	max	ave
1	61138	64400	62723.7
2	60737	62871	61678.1
3	59969	61649	60848
4	59043	60797	60198.4
5	58914	60303	59625
6	58592	59656	59122.8
7	58225	59311	58673.1
8	57979	58730	58300
9	57586	58310	57981.9
10	57429	57983	57716.1
11	57317	57744	57508.5
12	57153	57483	57345.9
13	57108	57347	57223.3
14	57030	57238	57130.5
15	56988	57134	57058.8
16	56941	57061	57004.7
17	56914	57016	56966
18	56899	56974	56937.9
19	56895	56951	56917
20	56894	56924	56904.2
21	56893	56912	56897.4
22	56893	56901	56894.3
23	56893	56898	56893.2
24	56893	56893	56893
trial...8
gene	min	max	ave
1	61604	64282	62775.8
2	60814	62803	61767
3	60020	61742	60953.1
4	59653	60956	60257.9
5	59095	60295	59645.4
6	58680	59696	59144.8
7	58212	59290	58720.1
8	57936	58759	58352.9
9	57584	58511	58044.4
10	57538	58190	57781.2
11	57363	57821	57564.3
12	57197	57581	57392.1
13	57140	57398	57262.4
14	57074	57274	57163.4
15	56995	57175	57088.4
16	56970	57096	57028.6
17	56918	57043	56983
18	56916	56995	56947.4
19	56906	56953	56925.1
20	56902	56933	56913
21	56895	56919	56906.2
22	56893	56914	56900.8
23	56892	56904	56897.2
24	56892	56902	56894.6
25	56892	56901	56893.1
26	56892	56901	56892.6
