Instance : kroB200.tsp
opt distance : 29437
trial : 10
generation : 100
population : 200
children : 100
trial...1
gene	min	max	ave
1	30135	33111	31377.9
2	29970	31617	30680.6
3	29700	30732	30212.3
4	29578	30476	29905.3
5	29468	30067	29704.1
6	29445	29747	29557.5
7	29437	29612	29492.3
8	29437	29537	29459.7
9	29437	29525	29444.1
10	29437	29480	29438
11	29437	29479	29437.2
12	29437	29437	29437
trial...2
gene	min	max	ave
1	30182	32586	31375.9
2	29897	31765	30716.2
3	29620	30914	30262.8
4	29521	30481	29960.2
5	29485	30101	29727.5
6	29453	29853	29578.3
7	29437	29629	29507.2
8	29437	29547	29475.6
9	29437	29535	29454.6
10	29437	29479	29441.7
11	29437	29447	29437.4
12	29437	29447	29437.1
13	29437	29437	29437
trial...3
gene	min	max	ave
1	30413	32916	31435.1
2	29933	31929	30741.1
3	29713	31228	30260
4	29560	30556	29938.9
5	29483	30052	29710
6	29448	29877	29568.7
7	29438	29662	29495.3
8	29437	29548	29459
9	29437	29536	29444.5
10	29437	29449	29438.7
11	29437	29447	29437
12	29437	29437	29437
trial...4
gene	min	max	ave
1	30203	32693	31386.7
2	29980	31441	30682.6
3	29723	30820	30228.4
4	29621	30312	29905.1
5	29469	30002	29694.4
6	29438	29802	29564.4
7	29437	29657	29488.1
8	29437	29540	29453.1
9	29437	29482	29440.1
10	29437	29447	29437.2
11	29437	29438	29437
12	29437	29437	29437
trial...5
gene	min	max	ave
1	30023	33029	31333.3
2	29766	31628	30653.6
3	29713	31148	30206.8
4	29473	30374	29889.1
5	29457	30047	29681.7
6	29437	29816	29546.5
7	29437	29696	29483.7
8	29437	29543	29452.8
9	29437	29480	29440.2
10	29437	29460	29437.3
11	29437	29438	29437
12	29437	29437	29437
trial...6
gene	min	max	ave
1	30152	32794	31389.5
2	29916	31662	30744
3	29797	30864	30293
4	29528	30389	29959.3
5	29447	30085	29732.2
6	29437	29844	29568.3
7	29437	29626	29479.9
8	29437	29535	29447.3
9	29437	29452	29438.3
10	29437	29438	29437
11	29437	29437	29437
trial...7
gene	min	max	ave
1	30342	32814	31414.6
2	30060	31652	30749
3	29734	30816	30267
4	29525	30486	29928.6
5	29446	30156	29690.3
6	29437	29798	29537
7	29437	29662	29471.6
8	29437	29527	29445.7
9	29437	29479	29438.5
10	29437	29438	29437.3
11	29437	29438	29437.1
12	29437	29437	29437
trial...8
gene	min	max	ave
1	30346	32890	31423.3
2	29925	31543	30723.8
3	29533	31084	30222.2
4	29481	30456	29881.8
5	29438	30071	29662.8
6	29437	29845	29531.2
7	29437	29679	29468.5
8	29437	29525	29441.4
9	29437	29453	29437.5
10	29437	29438	29437
11	29437	29437	29437
trial...9
gene	min	max	ave
1	30319	32810	31463.5
2	29849	31479	30786
3	29701	31072	30323.7
4	29571	30361	29990.5
5	29508	30092	29755.7
6	29437	29944	29601.8
7	29437	29705	29504.7
8	29437	29556	29466.5
9	29437	29513	29446.6
10	29437	29479	29438.9
11	29437	29452	29437.1
12	29437	29437	29437
trial...10
gene	min	max	ave
1	30343	32458	31413.9
2	29951	31521	30740.9
3	29743	30985	30311.5
4	29564	30684	29986.5
5	29467	30276	29745.1
6	29438	29890	29583.1
7	29437	29724	29493.7
8	29437	29569	29453.9
9	29437	29487	29441.4
10	29437	29479	29437.5
11	29437	29438	29437
12	29437	29437	29437
opt count : 10
opt average : 29437
convergence generation : 11.9
