Instance : pcb3038.tsp
opt distance : 137694
trial : 10
generation : 100
population : 200
children : 100
trial...1
gene	min	max	ave
1	150905	153608	152262
2	149323	151557	150503
3	148058	149991	149025
4	146853	148431	147709
5	145539	147578	146612
6	144816	146610	145638
7	143862	145375	144755
8	143086	144557	143952
9	142453	143874	143281
10	142092	143272	142656
11	141512	142621	142094
12	141133	142154	141582
13	140605	141564	141122
14	140285	141156	140720
15	139886	140647	140340
16	139540	140434	140000
17	139355	139985	139701
18	139117	139724	139427
19	138879	139466	139184
20	138652	139225	138974
21	138526	139001	138790
22	138407	138786	138624
23	138277	138664	138477
24	138208	138528	138348
25	138070	138365	138236
26	138039	138244	138144
27	137967	138154	138067
28	137937	138083	138002
29	137876	138019	137947
30	137848	137955	137902
31	137819	137915	137867
32	137799	137870	137838
33	137781	137855	137815
34	137771	137830	137795
35	137759	137805	137779
36	137748	137787	137765
37	137743	137767	137754
38	137739	137761	137746
39	137737	137749	137742
40	137736	137742	137739
41	137736	137740	137738
42	137736	137739	137737
43	137736	137739	137736
44	137736	137737	137736
45	137736	137737	137736
46	137736	137736	137736
trial...2
gene	min	max	ave
1	150305	153898	152193
2	148945	151851	150432
3	147449	150021	148963
4	146549	148739	147700
5	145428	147340	146568
6	144070	146221	145583
7	143449	145331	144681
8	142872	144766	143915
9	142142	143861	143207
10	141776	143348	142573
11	141292	142522	141979
12	140778	142040	141471
13	140525	141506	141012
14	140144	141105	140591
15	139814	140574	140222
16	139430	140231	139873
17	139199	139980	139578
18	139001	139646	139306
19	138817	139404	139065
20	138662	139156	138859
21	138492	138857	138683
22	138367	138693	138532
23	138239	138565	138405
24	138183	138435	138298
25	138076	138327	138204
26	138028	138222	138118
27	137962	138123	138044
28	137923	138059	137986
29	137887	138000	137936
30	137840	137951	137896
31	137817	137904	137860
32	137790	137872	137829
33	137772	137836	137803
34	137752	137811	137781
35	137747	137791	137765
36	137740	137770	137752
37	137734	137756	137744
38	137730	137747	137737
39	137725	137739	137732
40	137724	137735	137728
41	137721	137729	137725
42	137720	137726	137723
43	137720	137724	137721
44	137720	137722	137720
45	137720	137721	137720
46	137720	137720	137720
trial...3
gene	min	max	ave
1	150086	153875	152204
2	149097	151914	150467
3	147964	150075	148994
4	146682	148452	147682
5	145680	147298	146556
6	144526	146416	145553
7	143478	145432	144656
8	142931	144623	143846
9	142409	143860	143125
10	141803	143162	142467
11	141145	142437	141901
12	140724	142030	141403
13	140232	141327	140936
14	139931	140950	140520
15	139695	140509	140151
16	139326	140295	139809
17	139182	139836	139506
18	139008	139520	139250
19	138786	139262	139022
20	138582	138998	138819
21	138362	138828	138635
22	138268	138642	138473
23	138173	138479	138337
24	138042	138339	138227
25	137991	138242	138130
26	137963	138134	138052
27	137905	138052	137987
28	137869	138009	137932
29	137841	137946	137887
30	137797	137891	137848
31	137787	137857	137820
32	137767	137822	137798
33	137757	137805	137781
34	137748	137787	137766
35	137742	137771	137754
36	137730	137761	137744
37	137728	137748	137737
38	137723	137741	137732
39	137722	137735	137728
40	137721	137731	137724
41	137721	137728	137722
42	137721	137725	137721
43	137721	137722	137721
44	137721	137721	137721
trial...4
gene	min	max	ave
1	150531	153889	152251
2	149241	152013	150523
3	148023	150105	149021
4	146617	148725	147739
5	145753	147657	146599
6	144753	146718	145600
7	144021	145253	144708
8	143279	144651	143948
9	142601	143785	143252
10	142070	143185	142623
11	141350	142684	142031
12	140945	142014	141518
13	140632	141618	141064
14	140206	141138	140655
15	139837	140679	140275
16	139607	140256	139936
17	139294	139988	139637
18	139108	139689	139373
19	138852	139483	139137
20	138708	139204	138933
21	138477	138980	138741
22	138356	138757	138574
23	138206	138570	138428
24	138137	138460	138305
25	138056	138316	138199
26	137981	138219	138110
27	137955	138108	138033
28	137897	138053	137968
29	137826	137982	137913
30	137807	137914	137864
31	137788	137864	137828
32	137772	137842	137802
33	137761	137803	137781
34	137753	137793	137766
35	137746	137767	137756
36	137742	137757	137749
37	137738	137752	137744
38	137736	137747	137740
39	137734	137742	137738
40	137733	137740	137736
41	137733	137737	137735
42	137733	137736	137734
43	137733	137736	137733
44	137733	137736	137733
45	137733	137733	137733
trial...5
gene	min	max	ave
1	150784	153774	152293
2	149246	151796	150561
3	147742	150120	149069
4	146463	148791	147788
5	145417	147446	146641
6	144724	146583	145669
7	144136	145485	144818
8	143126	144672	144041
9	142563	143921	143308
10	141790	143251	142673
11	141438	142617	142086
12	141000	142120	141560
13	140396	141535	141099
14	140186	141100	140677
15	139870	140760	140299
16	139494	140323	139957
17	139373	139953	139656
18	139001	139752	139385
19	138870	139380	139145
20	138619	139222	138930
21	138416	138929	138742
22	138321	138778	138579
23	138278	138602	138437
24	138147	138467	138313
25	138104	138321	138212
26	138019	138209	138123
27	137970	138126	138049
28	137911	138090	137986
29	137873	137999	137934
30	137836	137944	137891
31	137811	137898	137855
32	137776	137854	137823
33	137772	137826	137800
34	137767	137803	137785
35	137760	137785	137774
36	137754	137776	137767
37	137753	137768	137760
38	137750	137763	137755
39	137747	137758	137751
40	137744	137755	137749
41	137744	137751	137748
42	137743	137749	137747
43	137743	137748	137746
44	137743	137748	137745
45	137743	137748	137744
46	137743	137747	137744
47	137743	137747	137743
48	137743	137743	137743
trial...6
gene	min	max	ave
1	150535	154111	152218
2	149232	151713	150450
3	147775	150051	148961
4	146371	148779	147686
5	145374	147533	146552
6	144650	146421	145572
7	143350	145376	144668
8	143132	144605	143888
9	142502	143896	143209
10	141977	143138	142598
11	141327	142567	142076
12	140958	142051	141571
13	140502	141502	141101
14	140298	141156	140695
15	139877	140745	140320
16	139558	140281	139975
17	139363	139990	139672
18	139054	139721	139398
19	138763	139415	139160
20	138696	139157	138945
21	138549	138985	138762
22	138412	138814	138591
23	138279	138647	138453
24	138202	138463	138328
25	138117	138340	138220
26	138017	138204	138133
27	137976	138136	138060
28	137942	138054	138001
29	137905	138012	137951
30	137862	137947	137909
31	137842	137915	137876
32	137817	137887	137846
33	137782	137858	137822
34	137771	137822	137801
35	137762	137809	137785
36	137757	137789	137771
37	137750	137774	137762
38	137746	137765	137754
39	137742	137757	137749
40	137740	137750	137745
41	137739	137747	137741
42	137738	137744	137739
43	137738	137743	137739
44	137738	137739	137739
45	137738	137739	137738
46	137738	137739	137738
47	137738	137739	137738
48	137738	137738	137738
trial...7
gene	min	max	ave
1	150737	153878	152338
2	148853	151781	150579
3	147608	150013	149065
4	146779	148748	147801
5	145569	147353	146658
6	144838	146483	145664
7	143872	145539	144810
8	143198	144886	143988
9	142639	143991	143282
10	142073	143207	142673
11	141460	142588	142122
12	140995	142106	141609
13	140406	141671	141151
14	140225	141161	140739
15	139970	140788	140358
16	139614	140392	140020
17	139220	140054	139714
18	139131	139738	139450
19	138891	139462	139211
20	138720	139276	139003
21	138577	139029	138814
22	138413	138844	138654
23	138313	138696	138516
24	138217	138553	138394
25	138161	138449	138292
26	138074	138322	138197
27	138026	138203	138118
28	137983	138136	138052
29	137923	138085	137996
30	137864	138006	137949
31	137841	137964	137907
32	137815	137923	137868
33	137795	137873	137835
34	137775	137842	137806
35	137765	137812	137786
36	137758	137788	137772
37	137749	137772	137762
