Instance : u1432.tsp
opt distance : 152970
trial : 10
generation : 100
population : 200
children : 100
trial...1
gene	min	max	ave
1	165416	172237	168609
2	163798	167811	165905
3	162093	165188	163747
4	160624	163224	161971
5	159152	161624	160493
6	157962	160452	159287
7	157300	159243	158257
8	156585	158277	157384
9	156026	157308	156664
10	155373	156597	156051
11	154806	155982	155516
12	154556	155489	155053
13	154188	155214	154670
14	153919	154841	154337
15	153636	154400	154046
16	153414	154077	153796
17	153313	153835	153581
18	153113	153652	153397
19	153071	153507	153255
20	153013	153359	153139
21	153013	153171	153067
22	152995	153071	153035
23	152995	153071	153020
24	152995	153053	153010
25	152995	153030	153007
26	152995	153013	153002
27	152995	153013	152998
28	152995	153013	152996
29	152995	152995	152995
trial...2
gene	min	max	ave
1	164967	171583	168622
2	163648	167789	165913
3	162052	165521	163785
4	160649	163078	162004
5	158782	161721	160481
6	158207	160590	159282
7	156960	159246	158248
8	156327	158229	157398
9	155910	157502	156630
10	155416	156751	155995
11	154840	156224	155448
12	154588	155501	155001
13	154226	155070	154619
14	153930	154630	154298
15	153525	154355	154015
16	153310	154080	153780
17	153177	153896	153573
18	153088	153698	153379
19	153053	153529	153220
20	153045	153275	153119
21	153030	153187	153072
22	153030	153103	153053
23	153030	153070	153046
24	153030	153053	153042
25	153030	153053	153038
26	153030	153045	153034
27	153030	153045	153032
28	153030	153045	153030
29	153030	153030	153030
trial...3
gene	min	max	ave
1	165867	170569	168520
2	163509	167841	165810
3	162014	165718	163663
4	159786	163213	161912
5	158976	161557	160456
6	157927	160363	159248
7	157165	159213	158224
8	156392	158197	157371
9	155956	157501	156653
10	155269	156673	156005
11	154773	156161	155460
12	154471	155536	154998
13	154291	155008	154616
14	153926	154677	154293
15	153715	154334	154022
16	153525	154034	153805
17	153424	153895	153648
18	153301	153699	153517
19	153241	153575	153422
20	153153	153492	153358
21	153094	153413	153306
22	153094	153358	153255
23	153052	153336	153196
24	153052	153300	153136
25	153052	153247	153089
26	153052	153176	153063
27	153052	153094	153053
28	153052	153052	153052
trial...4
gene	min	max	ave
1	166538	171021	168757
2	163774	167940	166105
3	161211	165293	163915
4	160296	163242	162126
5	159423	161946	160663
6	157999	160358	159444
7	157150	159180	158413
8	156543	158479	157527
9	155992	157529	156753
10	155398	156849	156099
11	154925	156113	155536
12	154531	155627	155066
13	154131	155154	154665
14	153973	154716	154314
15	153722	154382	154035
16	153558	154022	153805
17	153352	153849	153625
18	153245	153680	153490
19	153163	153582	153373
20	153086	153504	153277
21	153047	153422	153194
22	153005	153278	153124
23	152988	153177	153071
24	152988	153116	153044
25	152988	153068	153028
26	152988	153062	153012
27	152988	153045	152998
28	152988	153030	152990
29	152988	152988	152988
trial...5
gene	min	max	ave
1	166281	171158	168587
2	163446	167741	165945
3	161999	165172	163805
4	160684	163408	162048
5	159254	161525	160582
6	157764	160621	159338
7	157306	159154	158317
8	156465	158084	157423
9	155915	157445	156673
10	155433	156695	156072
11	154927	156132	155530
12	154544	155628	155071
13	154235	155111	154656
14	153930	154771	154318
15	153651	154394	154043
16	153540	154092	153819
17	153443	153922	153649
18	153321	153704	153527
19	153262	153594	153437
20	153197	153512	153369
21	153144	153432	153308
22	153104	153358	153254
23	153045	153316	153200
24	153045	153268	153154
25	153045	153253	153115
26	153045	153163	153087
27	153045	153127	153063
28	153045	153127	153050
29	153045	153068	153045
30	153045	153045	153045
trial...6
gene	min	max	ave
1	165891	171505	168789
2	163724	167978	166085
3	162075	165464	163881
4	160020	163597	162084
5	159026	161923	160593
6	158288	160511	159385
7	157347	159437	158370
8	156672	158297	157540
9	155704	157538	156763
10	155042	156663	156089
11	154712	156188	155526
12	154447	155626	155035
13	154128	155032	154616
14	153862	154774	154274
15	153622	154306	153978
16	153384	154085	153732
17	153235	153770	153526
18	153155	153605	153371
19	153071	153448	153246
20	153035	153347	153146
21	153035	153259	153076
22	153027	153127	153052
23	153027	153053	153048
24	153027	153053	153044
25	153027	153053	153037
