Instance : pr299.tsp
opt distance : 48191
trial : 10
generation : 100
population : 200
children : 100
trial...1
gene	min	max	ave
1	50024	53991	51812
2	49393	52193	50523.1
3	48699	50604	49648.3
4	48569	49875	49110.8
5	48422	49174	48759.1
6	48264	49006	48515.6
7	48203	48647	48349.6
8	48191	48482	48257.4
9	48191	48337	48210.4
10	48191	48272	48194.2
11	48191	48191	48191
trial...2
gene	min	max	ave
1	49818	53912	51650.7
2	48966	52138	50390.2
3	48785	50627	49572.4
4	48473	49640	49026.2
5	48315	49225	48683.6
6	48231	48788	48461.2
7	48197	48513	48325.4
8	48191	48389	48254.5
9	48191	48314	48219.8
10	48191	48279	48203.3
11	48191	48241	48194.2
12	48191	48207	48191.2
13	48191	48191	48191
trial...3
gene	min	max	ave
1	49428	53078	51628.8
2	48960	52233	50421.8
3	48589	51246	49615.6
4	48473	49958	49068.3
5	48356	49429	48694.2
6	48265	48901	48477.2
7	48191	48509	48340.6
8	48191	48421	48257.7
9	48191	48346	48214.7
10	48191	48241	48196.5
11	48191	48213	48191.2
12	48191	48191	48191
trial...4
gene	min	max	ave
1	49790	54166	51739.1
2	49065	52078	50424.2
3	48697	50941	49587.3
4	48504	49931	49027.5
5	48357	49191	48675.9
6	48244	48728	48456.6
7	48191	48555	48332.9
8	48191	48397	48262.4
9	48191	48316	48222
10	48191	48279	48200.1
11	48191	48223	48192.9
12	48191	48207	48191.2
13	48191	48191	48191
trial...5
gene	min	max	ave
1	49307	53520	51594.7
2	49220	52268	50382.2
3	48649	50677	49557.2
4	48496	49842	49021.1
5	48353	49159	48654.6
6	48220	48688	48426.6
7	48191	48474	48299.1
8	48191	48349	48233.1
9	48191	48263	48200.8
10	48191	48223	48192.6
11	48191	48197	48191.1
12	48191	48191	48191
trial...6
gene	min	max	ave
1	49747	53987	51622.9
2	49088	51742	50399.7
3	48720	50896	49597
4	48405	49915	49035.4
5	48303	49193	48676
6	48229	48731	48449.3
7	48191	48583	48314.6
8	48191	48362	48236.6
9	48191	48277	48200.5
10	48191	48245	48191.6
11	48191	48191	48191
trial...7
gene	min	max	ave
1	50038	53662	51677.5
2	48971	52086	50488.1
3	48735	50817	49622.4
4	48443	49732	49060.4
5	48296	49236	48707.5
6	48195	48759	48467.8
7	48191	48617	48328.9
8	48191	48345	48245.4
9	48191	48319	48207.1
10	48191	48279	48194.5
11	48191	48197	48191.5
12	48191	48197	48191
13	48191	48191	48191
trial...8
gene	min	max	ave
1	49560	53720	51422.8
2	48877	51940	50210.7
3	48730	50705	49425.7
4	48380	50286	48893
5	48203	48988	48564.2
6	48191	48787	48358.5
7	48191	48449	48252.8
8	48191	48328	48205.9
9	48191	48241	48193.6
10	48191	48197	48191.2
11	48191	48191	48191
trial...9
gene	min	max	ave
1	49885	54054	51816.7
2	49043	52213	50527.2
3	48731	50885	49665
4	48579	49946	49086.1
5	48425	49199	48713.4
6	48261	48792	48478
7	48191	48521	48344.2
8	48191	48436	48265.9
9	48191	48339	48219.2
10	48191	48283	48197
11	48191	48223	48191.3
12	48191	48191	48191
trial...10
gene	min	max	ave
1	49243	53979	51667.7
2	48940	51871	50395.1
3	48530	50577	49548.9
4	48396	49817	49020
5	48271	49098	48661.1
6	48198	48752	48423.6
7	48191	48536	48285.3
8	48191	48385	48219.9
9	48191	48279	48196.2
10	48191	48197	48191.5
11	48191	48197	48191.1
12	48191	48191	48191
opt count : 10
opt average : 48191
convergence generation : 12
