Instance : rat575.tsp
opt distance : 6773
trial : 10
generation : 100
population : 200
children : 100
trial...1
gene	min	max	ave
1	7219	7517	7359.31
2	7130	7338	7241
3	7053	7246	7152.54
4	7005	7156	7080.45
5	6936	7088	7022.95
6	6890	7046	6974.42
7	6873	7001	6931.97
8	6840	6939	6896.36
9	6825	6911	6866.61
10	6810	6884	6841.48
11	6799	6850	6822.35
12	6781	6831	6806.28
13	6779	6816	6794.35
14	6778	6800	6786.27
15	6776	6791	6781.24
16	6775	6784	6778.26
17	6775	6779	6776.76
18	6775	6778	6775.89
19	6775	6777	6775.33
20	6775	6776	6775.09
21	6775	6775	6775
trial...2
gene	min	max	ave
1	7194	7474	7354.23
2	7115	7345	7240.06
3	7060	7249	7150.66
4	7017	7137	7080.89
5	6951	7085	7023.22
6	6917	7036	6973.5
7	6886	6986	6931.44
8	6850	6950	6894.52
9	6827	6915	6863.8
10	6811	6882	6839.57
11	6798	6842	6820.71
12	6793	6822	6806.69
13	6785	6811	6797.12
14	6782	6800	6789.84
15	6778	6791	6785.06
16	6776	6788	6781.74
17	6775	6785	6779.2
18	6775	6781	6777.45
19	6775	6780	6776.65
20	6774	6777	6776.16
21	6774	6777	6775.67
22	6774	6777	6775.15
23	6774	6777	6774.76
24	6774	6776	6774.46
25	6774	6775	6774.16
26	6774	6775	6774.02
27	6774	6774	6774
trial...3
gene	min	max	ave
1	7209	7483	7354.93
2	7153	7338	7241.19
3	7029	7232	7151.47
4	6998	7141	7078.48
5	6948	7083	7021.69
6	6901	7059	6971.73
7	6867	6980	6929.51
8	6827	6945	6892.7
9	6820	6902	6861.42
10	6810	6875	6837.44
11	6798	6840	6818.73
12	6784	6831	6804.27
13	6780	6810	6793.63
14	6777	6798	6786.35
15	6776	6789	6781.11
16	6775	6782	6778.12
17	6774	6781	6776.78
18	6774	6779	6776.02
19	6774	6777	6775.32
20	6774	6777	6774.77
21	6774	6777	6774.44
22	6774	6775	6774.19
23	6774	6775	6774.04
24	6774	6774	6774
trial...4
gene	min	max	ave
1	7233	7499	7368.11
2	7144	7365	7247.31
3	7079	7273	7155.65
4	6993	7167	7082.77
5	6968	7087	7023.54
6	6923	7057	6972
7	6875	6973	6931.11
8	6860	6936	6896.66
9	6829	6901	6867.1
10	6817	6888	6842.41
11	6793	6849	6822.83
12	6786	6830	6807.39
13	6780	6811	6795.6
14	6776	6800	6786.76
15	6774	6793	6780.94
16	6774	6783	6777.75
17	6774	6780	6776.18
18	6774	6778	6775.11
19	6774	6778	6774.45
20	6774	6776	6774.1
21	6774	6774	6774
trial...5
gene	min	max	ave
1	7206	7532	7362.23
2	7084	7382	7245.77
3	7047	7239	7153.36
4	6999	7161	7080.45
5	6954	7080	7019.46
6	6903	7021	6969.57
7	6869	6977	6927.95
8	6848	6938	6893.22
9	6823	6907	6864.77
10	6802	6874	6839.93
11	6793	6854	6821.15
12	6787	6833	6807.7
13	6782	6813	6797.23
14	6779	6802	6790.19
15	6776	6796	6785.07
16	6776	6788	6781.15
17	6775	6784	6778.69
18	6774	6783	6777.1
19	6774	6779	6776.07
20	6774	6777	6775.34
21	6774	6776	6774.81
22	6774	6776	6774.43
23	6774	6775	6774.12
24	6774	6775	6774.01
25	6774	6774	6774
trial...6
gene	min	max	ave
1	7212	7474	7366.03
2	7138	7336	7250.25
3	7078	7238	7159.27
4	7007	7146	7086.77
5	6956	7081	7027.02
6	6894	7026	6977.73
7	6876	6987	6937.65
8	6853	6942	6901.24
9	6836	6911	6873.14
10	6814	6893	6847.12
11	6790	6855	6825.66
12	6784	6839	6808.84
13	6781	6813	6796.24
14	6778	6803	6787.46
15	6776	6791	6781.31
16	6775	6786	6777.83
17	6775	6778	6776.4
18	6775	6778	6775.69
19	6774	6776	6775.15
20	6774	6776	6774.99
21	6774	6775	6774.94
22	6774	6775	6774.88
23	6774	6775	6774.77
24	6774	6775	6774.6
25	6774	6775	6774.36
26	6774	6775	6774.11
27	6774	6775	6774.02
28	6774	6774	6774
trial...7
gene	min	max	ave
1	7236	7487	7362.85
2	7149	7356	7244.11
3	7032	7236	7155.06
4	6974	7151	7082.69
5	6951	7096	7024.72
6	6919	7034	6979.05
7	6891	6994	6938.76
8	6854	6950	6903.54
9	6827	6913	6872.65
10	6813	6877	6847.04
11	6794	6852	6827.24
12	6788	6839	6811.19
13	6783	6817	6798.43
14	6779	6804	6789.19
15	6777	6793	6783.3
16	6776	6785	6780.41
17	6775	6785	6778.89
18	6774	6781	6777.49
19	6774	6780	6776.33
20	6774	6778	6775.46
21	6774	6776	6774.84
22	6774	6776	6774.35
23	6774	6775	6774.06
24	6774	6774	6774
trial...8
gene	min	max	ave
1	7238	7528	7360.68
2	7134	7376	7248.24
3	7051	7245	7159.8
4	6992	7162	7088.73
5	6944	7095	7029.07
6	6910	7039	6981.49
7	6880	6992	6938.73
8	6853	6944	6901.55
9	6826	6914	6868.01
10	6806	6877	6841.27
11	6796	6845	6820.76
12	6786	6829	6804.86
13	6780	6811	6792.78
14	6777	6796	6785.07
15	6775	6786	6780.31
16	6775	6781	6777.53
17	6774	6779	6776.14
18	6774	6778	6775.4
19	6774	6776	6774.99
20	6774	6775	6774.83
21	6774	6775	6774.69
22	6774	6775	6774.48
23	6774	6775	6774.25
24	6774	6775	6774.07
25	6774	6775	6774.01
26	6774	6774	6774
trial...9
gene	min	max	ave
1	7220	7504	7360.1
2	7101	7372	7244.28
3	7065	7242	7155.11
4	7015	7154	7082.38
5	6958	7098	7023.2
6	6914	7036	6973.3
7	6888	6992	6930.37
8	6858	6950	6894.38
9	6828	6906	6864.39
10	6806	6881	6840.34
11	6801	6842	6822.4
12	6793	6835	6808.58
13	6783	6817	6797.73
14	6778	6808	6789.4
15	6775	6792	6782.75
16	6775	6785	6778.81
17	6774	6780	6776.94
18	6774	6778	6775.94
19	6774	6777	6775.13
20	6774	6777	6774.43
21	6774	6776	6774.1
22	6774	6774	6774
trial...10
gene	min	max	ave
1	7232	7501	7353.68
2	7108	7359	7236.63
3	7045	7222	7149.56
4	7016	7167	7079.66
5	6935	7085	7017.49
6	6907	7029	6965.65
7	6858	6976	6923.62
8	6834	6934	6886.44
9	6824	6888	6854.82
10	6809	6859	6831.41
11	6793	6838	6814.44
12	6786	6820	6801.42
13	6779	6806	6790.44
14	6776	6801	6783.22
15	6775	6789	6779.06
16	6775	6780	6777.13
17	6775	6778	6776.23
18	6775	6777	6775.59
19	6775	6777	6775.15
20	6775	6776	6775.01
21	6775	6775	6775
opt count : 0
opt average : 6774.2
convergence generation : 23.9
