Instance : u2319.tsp
opt distance : 234256
trial : 10
generation : 100
population : 200
children : 100
trial...1
gene	min	max	ave
1	246511	250059	247961
2	244599	246815	245725
3	242984	245176	243976
4	241479	243291	242531
5	240402	242021	241331
6	239639	241216	240333
7	238895	240232	239486
8	238144	239171	238750
9	237506	238614	238105
10	237078	238104	237532
11	236651	237530	237050
12	236136	237015	236635
13	235831	236586	236266
14	235667	236277	235967
15	235421	235913	235721
16	235257	235749	235508
17	235170	235562	235331
18	235011	235421	235175
19	234923	235257	235056
20	234765	235175	234966
21	234742	235011	234889
22	234601	234929	234815
23	234601	234847	234755
24	234519	234847	234703
25	234519	234765	234664
26	234519	234683	234633
27	234519	234683	234599
28	234519	234683	234558
29	234519	234601	234531
30	234437	234601	234520
31	234437	234519	234518
32	234437	234519	234517
33	234437	234519	234516
34	234437	234519	234512
35	234437	234519	234506
36	234437	234519	234495
37	234437	234519	234479
38	234437	234519	234456
39	234437	234519	234441
40	234437	234519	234437
41	234437	234437	234437
trial...2
gene	min	max	ave
1	246535	249695	247847
2	244413	246621	245632
3	242970	244685	243889
4	241384	243123	242465
5	240358	242177	241284
6	239210	241096	240277
7	238490	240008	239430
8	237881	239346	238672
9	237513	238508	238059
10	236909	237952	237508
11	236564	237389	237024
12	236177	237056	236620
13	235831	236628	236267
14	235667	236323	235965
15	235421	236031	235713
16	235257	235766	235509
17	235093	235602	235339
18	234929	235421	235197
19	234847	235257	235077
20	234765	235110	234986
21	234683	235093	234904
22	234683	235011	234829
23	234683	234929	234761
24	234601	234847	234714
25	234519	234765	234680
26	234519	234765	234660
27	234519	234683	234633
28	234519	234683	234602
29	234519	234683	234566
30	234437	234601	234537
31	234437	234601	234521
32	234437	234601	234514
33	234437	234519	234508
34	234437	234519	234498
35	234437	234519	234483
36	234437	234519	234462
37	234437	234519	234446
38	234437	234519	234437
39	234437	234437	234437
trial...3
gene	min	max	ave
1	246641	249514	247992
2	244272	246996	245738
3	242840	244862	243960
4	241479	243213	242536
5	240607	242346	241347
6	239458	241199	240330
7	238636	240174	239480
8	237881	239352	238731
9	237553	238650	238112
10	237061	238105	237554
11	236563	237553	237081
12	236271	237132	236669
13	235848	236645	236309
14	235749	236323	236000
15	235503	236054	235756
16	235257	235808	235544
17	235093	235562	235357
18	234929	235421	235207
19	234847	235257	235091
20	234765	235175	234998
21	234683	235011	234918
22	234683	235011	234842
23	234601	234929	234775
24	234601	234847	234714
25	234601	234765	234670
26	234519	234765	234637
27	234519	234683	234615
28	234519	234683	234600
29	234519	234601	234592
30	234519	234601	234584
31	234519	234601	234568
32	234437	234601	234545
33	234437	234601	234523
34	234437	234601	234504
35	234437	234519	234488
36	234437	234519	234468
37	234437	234519	234448
38	234437	234519	234438
39	234437	234437	234437
trial...4
gene	min	max	ave
1	246302	249357	247771
2	244236	246846	245567
3	242767	244910	243839
4	241592	243308	242430
5	240436	242065	241279
6	239515	240984	240277
7	238778	240003	239426
8	238144	239416	238693
9	237424	238678	238058
10	237032	238058	237510
11	236464	237488	237024
12	235995	237038	236602
13	235831	236640	236244
14	235667	236178	235945
15	235421	235948	235691
16	235257	235726	235481
17	235093	235585	235306
18	234988	235421	235168
19	234847	235192	235061
20	234765	235093	234971
21	234683	235011	234892
22	234601	235011	234828
23	234601	234929	234764
24	234601	234847	234714
25	234519	234765	234669
26	234519	234765	234626
27	234519	234683	234590
28	234519	234683	234565
29	234519	234601	234541
30	234437	234601	234524
31	234437	234601	234518
32	234437	234519	234515
33	234437	234519	234511
34	234437	234519	234503
35	234437	234519	234490
36	234437	234519	234470
37	234437	234519	234452
38	234437	234519	234439
39	234437	234437	234437
trial...5
gene	min	max	ave
1	246463	249212	247876
2	244595	246654	245670
3	242570	244863	243928
4	241548	243492	242518
5	240701	242225	241334
6	239252	240886	240300
7	238719	240013	239442
8	238205	239270	238714
9	237389	238695	238096
10	237056	237957	237535
11	236569	237473	237055
12	236159	236968	236644
13	235907	236733	236291
14	235585	236323	235993
15	235421	236112	235740
16	235257	235831	235533
17	235093	235585	235348
18	235011	235356	235206
19	234929	235257	235092
20	234847	235175	235002
21	234683	235093	234925
22	234683	235011	234854
23	234601	234929	234788
24	234601	234929	234734
25	234601	234765	234688
26	234519	234765	234665
27	234519	234683	234642
28	234519	234683	234614
29	234519	234683	234584
30	234519	234683	234555
31	234519	234601	234533
32	234519	234601	234521
33	234519	234519	234519
trial...6
gene	min	max	ave
1	246373	249530	247873
2	244375	246711	245646
3	242812	244915	243908
4	241590	243237	242491
5	240459	242061	241324
6	239597	241010	240327
7	238608	239967	239473
8	237817	239247	238744
9	237583	238509	238111
10	237061	237934	237581
11	236569	237460	237098
12	236241	237014	236673
13	235831	236668	236327
14	235602	236300	236006
15	235398	236077	235746
16	235234	235743	235520
17	234929	235562	235332
18	234929	235438	235189
19	234912	235257	235073
20	234782	235093	234975
21	234683	235011	234894
22	234601	235011	234819
23	234601	234929	234749
24	234601	234765	234689
25	234519	234765	234645
26	234519	234683	234614
27	234519	234683	234597
28	234519	234683	234583
29	234437	234601	234567
30	234437	234601	234546
31	234437	234601	234520
32	234437	234601	234502
33	234437	234519	234484
34	234437	234519	234467
35	234437	234519	234447
36	234437	234519	234437
37	234437	234437	234437
trial...7
gene	min	max	ave
1	246268	249708	247955
2	244538	246927	245697
3	242946	244891	243930
4	241367	243237	242474
5	240442	242013	241296
6	239538	241063	240306
7	238655	240016	239472
8	238226	239393	238749
9	237635	238614	238140
10	236996	238145	237607
11	236586	237647	237113
12	236136	237137	236693
13	235867	236733	236342
14	235539	236376	236026
15	235398	236054	235765
16	235192	235831	235535
17	235028	235644	235350
18	235011	235421	235191
19	234847	235257	235060
20	234765	235093	234968
21	234683	235011	234895
22	234601	235011	234821
23	234601	234929	234752
24	234601	234847	234696
25	234601	234765	234658
26	234519	234683	234629
27	234519	234683	234605
28	234519	234683	234592
29	234519	234601	234578
30	234519	234601	234560
31	234519	234601	234542
32	234519	234601	234525
33	234519	234601	234520
34	234519	234519	234519
trial...8
gene	min	max	ave
1	245978	249499	247818
2	244517	246770	245630
3	242805	244928	243882
4	241708	243371	242456
5	240420	242000	241291
6	239518	240822	240266
7	238720	240126	239434
8	238081	239193	238683
9	237406	238526	238060
10	236956	237959	237515
11	236611	237448	237038
12	236153	236996	236630
13	235808	236668	236269
14	235585	236258	235968
15	235356	235972	235707
16	235192	235749	235490
17	235028	235562	235313
18	234929	235398	235167
19	234847	235234	235052
20	234765	235093	234963
21	234683	235011	234878
22	234601	235011	234803
23	234601	234847	234740
24	234601	234765	234691
25	234601	234765	234662
26	234601	234683	234640
27	234601	234683	234619
28	234519	234683	234603
29	234519	234683	234599
30	234519	234601	234594
31	234519	234601	234585
32	234437	234601	234572
33	234437	234601	234549
34	234437	234601	234520
35	234437	234601	234492
36	234355	234519	234467
37	234355	234519	234446
38	234355	234519	234432
39	234355	234437	234424
40	234355	234437	234411
41	234355	234437	234392
42	234355	234437	234371
43	234355	234437	234359
44	234355	234355	234355
trial...9
gene	min	max	ave
1	246514	249683	247917
2	244625	246672	245700
3	243024	244686	243958
4	241707	243591	242525
5	240700	242060	241375
6	239763	240894	240380
7	238701	240154	239526
8	238139	239235	238781
9	237548	238673	238148
10	236668	238139	237579
11	236563	237590	237086
12	236159	237138	236657
13	235930	236628	236292
14	235602	236241	235981
15	235339	235995	235713
16	235093	235831	235492
17	235070	235503	235320
18	234864	235339	235167
19	234847	235257	235053
20	234765	235175	234956
21	234683	235070	234869
22	234601	234929	234787
23	234601	234847	234722
24	234601	234847	234683
25	234519	234765	234657
26	234519	234683	234632
27	234519	234683	234603
28	234519	234683	234575
29	234519	234601	234550
30	234437	234601	234530
31	234437	234601	234518
32	234437	234519	234513
33	234437	234519	234507
34	234437	234519	234498
35	234437	234519	234483
36	234437	234519	234461
37	234437	234519	234444
38	234437	234519	234437
39	234437	234437	234437
trial...10
gene	min	max	ave
1	246513	249851	247906
2	244758	247095	245702
3	243056	244939	243955
4	241683	243470	242578
5	240577	242155	241385
6	239576	241028	240386
7	238777	240072	239518
8	238104	239417	238746
9	237530	238637	238098
10	236833	238040	237532
11	236341	237507	237047
12	236136	237079	236629
13	235913	236569	236259
14	235585	236241	235947
15	235257	235995	235692
16	235234	235749	235473
17	235011	235585	235298
18	234847	235421	235146
19	234847	235257	235030
20	234700	235093	234932
21	234683	235011	234849
22	234601	234929	234775
23	234519	234847	234707
24	234519	234765	234665
25	234519	234683	234628
26	234519	234683	234590
27	234437	234683	234553
28	234437	234683	234529
29	234437	234601	234516
30	234437	234519	234512
31	234437	234519	234505
32	234437	234519	234493
33	234437	234519	234474
34	234437	234519	234453
35	234437	234519	234441
36	234437	234519	234437
37	234437	234437	234437
opt count : 0
opt average : 234445
convergence generation : 38.2
