Instance : rl1889.tsp
opt distance : 316536
trial : 10
generation : 100
population : 200
children : 100
trial...1
gene	min	max	ave
1	338974	360590	348635
2	334316	347843	341607
3	329541	342389	336505
4	327012	338214	332210
5	324929	333956	328841
6	322611	330046	326224
7	321769	326639	324189
8	320301	324740	322512
9	319720	323129	321180
10	318727	321148	320066
11	318331	320461	319220
12	317855	319559	318528
13	317344	318811	317995
14	317001	318169	317574
15	316894	317774	317244
16	316768	317331	317009
17	316717	317085	316854
18	316672	316912	316766
19	316662	316834	316711
20	316656	316739	316678
21	316646	316730	316665
22	316646	316675	316660
23	316646	316664	316658
24	316646	316662	316654
25	316646	316662	316651
26	316646	316662	316648
27	316646	316657	316646
28	316646	316646	316646
trial...2
gene	min	max	ave
1	338452	362088	348332
2	334622	352303	341665
3	329960	345462	336385
4	327757	337031	332241
5	325638	332210	329123
6	324124	329485	326668
7	322688	327009	324694
8	320968	325348	323103
9	320340	323341	321787
10	319428	321865	320730
11	318657	320816	319804
12	318021	319884	319064
13	317638	319407	318472
14	317246	318630	317968
15	317008	318082	317548
16	316745	317625	317225
17	316681	317409	316988
18	316595	317080	316807
19	316564	316897	316687
20	316554	316727	316616
21	316545	316666	316576
22	316536	316642	316556
23	316536	316563	316547
24	316536	316558	316541
25	316536	316558	316537
26	316536	316545	316536
27	316536	316536	316536
trial...3
gene	min	max	ave
1	339056	361653	349307
2	334493	352831	342023
3	331414	343292	336753
4	328209	337434	332468
5	325430	332346	329226
6	323584	329785	326736
7	322075	327225	324647
8	320837	324910	322905
9	320363	323574	321530
10	319252	322305	320408
11	318222	320582	319508
12	317840	319715	318738
13	317403	318696	318115
14	317126	318112	317628
15	316944	317747	317258
16	316732	317456	316983
17	316692	316971	316813
18	316662	316843	316721
19	316638	316771	316678
20	316638	316702	316657
21	316638	316663	316645
22	316638	316662	316640
23	316638	316646	316639
24	316638	316646	316638
25	316638	316638	316638
trial...4
gene	min	max	ave
1	337499	361435	348929
2	334816	348415	341844
3	329668	342429	336317
4	327238	336679	332037
5	325151	332684	328733
6	323525	329370	326153
7	320917	327958	324173
8	320146	324731	322527
9	319724	323223	321214
10	318865	321582	320132
11	318185	320515	319287
12	317634	319363	318588
13	317295	318880	318021
14	317096	318169	317560
15	316896	317627	317226
16	316746	317239	316986
17	316689	317003	316846
18	316647	316891	316769
19	316638	316820	316714
20	316638	316777	316677
21	316638	316708	316652
22	316638	316700	316640
23	316638	316646	316638
24	316638	316638	316638
trial...5
gene	min	max	ave
1	338824	364126	349992
2	333648	354193	342643
3	329578	343986	337122
4	328445	338254	332731
5	325498	333694	329226
6	323997	329690	326415
7	322213	326907	324336
8	320983	324595	322681
9	319767	322651	321368
10	318854	321534	320259
11	318234	320248	319342
12	317799	319791	318572
13	317341	318635	317959
14	317087	318079	317497
15	316829	317900	317185
16	316761	317255	316959
17	316604	317088	316806
18	316563	316845	316708
19	316553	316777	316640
20	316549	316719	316592
21	316544	316691	316564
22	316544	316633	316553
23	316544	316558	316548
24	316544	316553	316546
25	316544	316549	316544
26	316544	316549	316544
27	316544	316544	316544
trial...6
gene	min	max	ave
1	338044	360214	349665
2	335463	350320	342556
3	330603	342254	336993
4	327447	338030	332631
5	325158	334243	329260
6	323168	330628	326394
7	321125	328044	324146
8	320101	324423	322419
9	319479	322839	321106
10	318746	321286	320036
11	318179	320201	319240
12	317989	319568	318561
13	317377	318854	318044
14	317173	318159	317632
15	316944	317829	317309
16	316788	317583	317062
17	316706	317086	316889
18	316626	316916	316779
19	316592	316870	316714
20	316575	316790	316670
21	316575	316719	316653
22	316575	316675	316642
23	316575	316670	316625
24	316575	316664	316604
25	316575	316662	316584
26	316575	316662	316576
27	316575	316575	316575
trial...7
gene	min	max	ave
1	338252	362671	349086
2	335325	349519	341968
3	329200	343564	336463
4	328206	338051	332469
5	325851	333215	329315
6	324175	329925	326707
7	322192	326825	324579
8	320911	325011	322826
9	319705	323465	321442
10	318787	322197	320321
11	318237	320622	319444
12	317842	319523	318710
13	317374	318859	318150
14	317103	318396	317697
15	316909	317924	317339
16	316730	317490	317062
17	316688	317121	316860
18	316661	316901	316731
19	316646	316760	316677
20	316646	316691	316658
21	316646	316662	316652
22	316646	316661	316648
23	316646	316661	316647
24	316646	316653	316646
25	316646	316646	316646
trial...8
gene	min	max	ave
1	338899	359818	349526
2	336429	351777	342485
3	331191	344048	336968
4	328157	337942	332659
5	325554	334066	329448
