Instance : vm1748.tsp
opt distance : 336556
trial : 10
generation : 100
population : 200
children : 100
trial...1
gene	min	max	ave
1	360295	373899	366842
2	357189	368569	361404
3	352788	360749	357265
4	350199	358415	353884
5	348017	354509	351036
6	345768	351085	348563
7	344337	348738	346542
8	342962	346528	344804
9	341800	344987	343342
10	339950	343386	342036
11	339355	342329	340990
12	338953	341180	340124
13	338317	340360	339378
14	337936	339586	338804
15	337651	338964	338345
16	337504	338545	337973
17	337319	338086	337664
18	337073	337694	337437
19	336970	337542	337264
20	336890	337364	337122
21	336849	337271	337014
22	336785	337102	336917
23	336773	336945	336847
24	336748	336872	336801
25	336742	336822	336771
26	336742	336791	336751
27	336737	336760	336744
28	336737	336752	336742
29	336737	336742	336742
30	336737	336742	336741
31	336737	336742	336741
32	336737	336742	336740
33	336737	336742	336739
34	336737	336742	336738
35	336737	336742	336737
36	336737	336740	336737
37	336737	336737	336737
trial...2
gene	min	max	ave
1	360040	376398	366958
2	355253	368394	361267
3	352974	361949	357093
4	350139	358074	353785
5	348000	354091	350913
6	345976	352201	348534
7	343320	349233	346476
8	342086	346875	344693
9	341269	344707	343136
10	340253	343974	341857
11	339667	342104	340782
12	338928	341332	339916
13	338268	340237	339215
14	337873	339503	338649
15	337378	338776	338177
16	337273	338337	337778
17	337057	337823	337466
18	336935	337456	337225
19	336886	337302	337054
20	336831	337079	336948
21	336801	336975	336873
22	336788	336902	336830
23	336786	336868	336805
24	336783	336819	336794
25	336783	336795	336790
26	336783	336793	336788
27	336783	336793	336786
28	336783	336790	336784
29	336783	336790	336783
30	336783	336783	336783
trial...3
gene	min	max	ave
1	359477	375032	366815
2	356116	366355	361452
3	352669	361161	357324
4	350435	356747	353850
5	347917	354165	351045
6	346003	351770	348651
7	344679	348987	346639
8	342779	346872	344951
9	341900	345052	343480
10	340590	343655	342200
11	339473	342364	341088
12	338968	341027	340212
13	338549	340181	339490
14	338014	339551	338877
15	337687	339155	338379
16	337504	338457	337974
17	337309	338157	337658
18	337059	337799	337399
19	336921	337486	337193
20	336876	337241	337038
21	336798	337061	336929
22	336760	337014	336860
23	336734	336897	336815
24	336734	336884	336787
25	336734	336839	336772
26	336734	336799	336760
27	336734	336783	336748
28	336734	336778	336739
29	336734	336750	336735
30	336734	336750	336734
31	336734	336734	336734
trial...4
gene	min	max	ave
1	360648	375027	366921
2	356017	366987	361246
3	352066	361467	357005
4	350077	356548	353543
5	347923	353792	350725
6	345521	351282	348333
7	343861	348202	346334
8	342731	346474	344569
9	341520	344556	343083
10	340468	343643	341833
11	339502	341923	340770
12	338975	340963	339938
13	338396	340130	339244
14	337917	339440	338687
15	337451	338996	338230
16	337329	338361	337845
17	337196	337879	337554
18	337059	337637	337335
19	336961	337393	337165
20	336879	337236	337037
21	336861	337162	336948
22	336843	336964	336897
23	336805	336914	336863
24	336794	336885	336840
25	336790	336859	336823
26	336789	336852	336808
27	336789	336837	336797
28	336789	336836	336790
29	336789	336791	336789
30	336789	336790	336789
31	336789	336789	336789
trial...5
gene	min	max	ave
1	358968	376420	366525
2	355834	367833	360854
3	352075	360796	356515
4	349066	357303	353057
5	346993	353267	350221
6	345214	349996	347762
7	343788	347622	345844
8	341954	345744	344183
9	341065	344417	342813
10	339941	343066	341643
11	339166	342054	340647
12	338774	340939	339778
13	338311	340227	339102
14	337872	339261	338490
15	337410	338592	338002
16	337235	338130	337622
17	337012	337690	337331
18	336858	337423	337106
19	336834	337206	336958
20	336786	336992	336866
21	336752	336869	336818
22	336739	336828	336790
23	336720	336814	336768
24	336702	336799	336751
25	336701	336772	336737
26	336701	336747	336729
27	336701	336737	336721
28	336701	336737	336713
29	336701	336737	336707
30	336701	336737	336705
31	336701	336708	336703
32	336701	336708	336701
33	336701	336701	336701
trial...6
gene	min	max	ave
1	360157	377076	366620
2	356339	365795	361256
3	353294	360707	357154
4	349879	357128	353809
5	347613	353366	351080
6	346029	350776	348620
7	344795	348388	346516
8	342762	346341	344760
9	341936	345053	343376
10	340450	343643	342215
11	339771	342602	341194
12	339243	341560	340329
13	338445	340717	339595
14	338259	339817	338960
15	337816	339166	338457
16	337388	338607	338049
17	337283	338286	337696
18	337071	337867	337426
19	336963	337510	337231
20	336913	337414	337090
21	336774	337124	336992
22	336757	337031	336934
23	336739	336974	336892
24	336694	336925	336854
25	336679	336903	336810
26	336679	336893	336754
27	336679	336868	336708
28	336679	336856	336689
