Instance : u2152.tsp
opt distance : 64253
trial : 10
generation : 100
population : 200
children : 100
trial...1
gene	min	max	ave
1	71299	73528	72354.4
2	69921	71762	70958.5
3	68706	70789	69863.5
4	68053	69750	68942.8
5	67225	68833	68134.1
6	66729	68116	67440.2
7	66358	67584	66870.1
8	65772	66881	66389.8
9	65529	66437	65988.7
10	65310	66035	65671.6
11	65186	65712	65405.3
12	64937	65422	65195.5
13	64820	65257	65019.5
14	64661	65101	64873.3
15	64599	64886	64747.3
16	64540	64769	64647.4
17	64485	64661	64567
18	64439	64593	64506.1
19	64410	64502	64460.9
20	64377	64469	64427
21	64368	64443	64400.2
22	64355	64410	64378
23	64349	64394	64361.8
24	64341	64365	64354
25	64341	64362	64350.1
26	64341	64354	64348.2
27	64340	64350	64346.7
28	64340	64350	64345.1
29	64340	64348	64343.1
30	64340	64348	64341.2
31	64340	64346	64340.2
32	64340	64341	64340
33	64340	64340	64340
trial...2
gene	min	max	ave
1	71207	73830	72418.4
2	70273	71933	71052
3	68818	70813	69910.7
4	67999	69686	68953.3
5	67199	68840	68167.8
6	66795	68171	67501.5
7	66363	67530	66952.5
8	65940	66914	66446.6
9	65593	66458	66040.9
10	65175	66106	65703.5
11	65108	65740	65433.2
12	64939	65415	65218.9
13	64780	65279	65041.1
14	64663	65060	64891.4
15	64594	64948	64761.1
16	64506	64800	64652.9
17	64402	64700	64562.9
18	64375	64592	64487.9
19	64353	64518	64429.8
20	64320	64456	64383.2
21	64311	64405	64349.1
22	64296	64360	64323.1
23	64295	64332	64306.3
24	64292	64316	64298.1
25	64292	64305	64294.5
26	64292	64296	64292.8
27	64292	64293	64292.3
28	64292	64293	64292.1
29	64292	64293	64292
30	64292	64292	64292
trial...3
gene	min	max	ave
1	71108	73531	72386
2	69994	71734	70983.4
3	68779	70573	69851.6
4	68181	69670	68916.7
5	67356	68656	68133.7
6	66800	68266	67497.5
7	66447	67545	66960
8	65997	66925	66485.6
9	65593	66449	66091.9
10	65385	66194	65758.4
11	65166	65760	65481.9
12	65030	65602	65253.4
13	64856	65365	65069.9
14	64693	65117	64914.6
15	64576	64930	64778.9
16	64528	64823	64663.2
17	64463	64711	64567.8
18	64390	64646	64491.9
19	64369	64521	64431.3
20	64325	64441	64386.3
21	64308	64393	64350.7
22	64307	64358	64326.8
23	64307	64332	64315.1
24	64307	64325	64310.2
25	64307	64314	64308.2
26	64307	64308	64307.8
27	64307	64308	64307.7
28	64307	64308	64307.4
29	64307	64308	64307.2
30	64307	64308	64307.1
31	64307	64308	64307
32	64307	64307	64307
trial...4
gene	min	max	ave
1	70833	73366	72329.5
2	69680	72061	70956.5
3	68825	71170	69830.9
4	68121	69503	68889.8
5	67270	68745	68096.4
6	66437	68065	67400.5
7	66063	67302	66818.2
8	65792	66711	66344.4
9	65532	66353	65951.3
10	65210	65990	65624.9
11	65043	65726	65372.7
12	64871	65510	65155.7
13	64743	65236	64977.7
14	64643	65065	64821.8
15	64545	64907	64691
16	64480	64711	64584.3
17	64414	64612	64500.6
18	64366	64526	64433.2
19	64340	64438	64383.2
20	64318	64381	64351
21	64297	64358	64329.6
22	64296	64343	64314.7
23	64293	64331	64304
24	64293	64318	64298
25	64293	64305	64295.1
26	64293	64300	64293.6
27	64293	64296	64293.1
28	64293	64293	64293
trial...5
gene	min	max	ave
1	70986	73561	72379.1
2	70009	72288	71009.5
3	68891	70850	69888.8
4	68183	69720	68934.4
5	67509	68763	68150.4
6	66917	68048	67479.1
7	65976	67415	66934.5
8	65688	66997	66465.8
9	65515	66455	66052.8
10	65366	66156	65718.2
11	65065	65854	65439.8
12	64867	65491	65210.3
13	64765	65237	65025
14	64673	65064	64869.4
15	64568	64893	64733.9
16	64485	64776	64623.5
17	64412	64649	64530.2
18	64378	64587	64459.7
19	64328	64467	64400.9
20	64315	64408	64359.7
21	64308	64369	64332.8
22	64305	64333	64317.2
23	64304	64320	64310.3
24	64304	64313	64308.1
25	64304	64313	64307.4
26	64304	64308	64306.9
27	64304	64308	64306.1
28	64304	64308	64305.2
29	64304	64308	64304.3
30	64304	64304	64304
trial...6
gene	min	max	ave
1	70908	73968	72460.4
2	69859	72330	71040.5
3	69014	70922	69935.7
4	67985	69908	68993.7
5	67322	68911	68186.7
6	66658	68242	67492.7
7	66160	67418	66916
8	65779	66980	66426.8
9	65633	66546	66007.1
10	65289	66074	65671.6
11	65106	65777	65394.8
12	64908	65501	65177.4
13	64739	65219	64992.8
14	64669	65014	64843
15	64541	64860	64714.2
16	64492	64750	64608.9
17	64423	64621	64525.3
18	64394	64566	64456.2
19	64356	64474	64400
20	64324	64428	64360.3
21	64311	64366	64331.1
22	64301	64335	64315.4
23	64296	64318	64307.5
24	64296	64313	64304.1
25	64296	64308	64302.4
26	64296	64304	64301.1
27	64296	64304	64299.2
28	64296	64304	64297.3
29	64296	64304	64296.3
30	64296	64296	64296
trial...7
gene	min	max	ave
1	70974	73874	72335.3
2	69802	71973	70972.6
3	68696	70772	69858.2
4	68049	69557	68915.8
5	67500	68754	68164.9
6	66903	68066	67491.2
7	66423	67405	66923.3
8	65803	67008	66446.4
9	65590	66438	66055.5
10	65426	66200	65735.3
11	65157	65814	65471.6
12	65002	65509	65243.4
13	64760	65244	65045.3
14	64689	65147	64882.2
15	64598	64918	64744.2
16	64519	64743	64631.8
17	64454	64652	64539.1
18	64382	64542	64463.7
19	64353	64469	64407.3
20	64315	64427	64365.8
21	64309	64371	64336.9
22	64308	64339	64319
23	64300	64325	64310.9
24	64299	64319	64307.5
25	64296	64312	64305.3
26	64296	64308	64303.3
27	64296	64308	64300.9
28	64296	64307	64298.9
29	64296	64300	64298.2
30	64296	64299	64297.5
31	64296	64299	64296.7
32	64296	64299	64296.1
33	64296	64296	64296
trial...8
gene	min	max	ave
1	70714	74048	72353.8
2	69956	72226	70972.7
3	68789	70752	69818.5
4	68136	69736	68880.6
5	67184	68854	68094.7
6	66866	68048	67435.8
7	66267	67526	66868.6
8	65686	66947	66378.4
9	65463	66451	65988
10	65311	66010	65651.9
11	65028	65686	65382.3
12	64836	65440	65162
13	64791	65216	64999.4
14	64674	65047	64853.9
15	64524	64960	64738.2
16	64475	64753	64634.2
17	64428	64643	64546.8
18	64384	64595	64475.9
19	64361	64488	64416.8
20	64336	64457	64374.4
