Instance : u574.tsp
opt distance : 36905
trial : 10
generation : 100
population : 200
children : 100
trial...1
gene	min	max	ave
1	38955	40778	39973.7
2	38567	40025	39331.9
3	38260	39332	38848.2
4	37640	38928	38466.9
5	37547	38492	38134
6	37407	38254	37859.6
7	37312	37943	37636.8
8	37238	37761	37453.6
9	37078	37537	37303.1
10	36992	37412	37184.2
11	36942	37245	37083
12	36926	37166	37009.9
13	36918	37049	36959.3
14	36918	36983	36935.5
15	36918	36944	36925.8
16	36918	36941	36920.4
17	36918	36928	36918.3
18	36918	36918	36918
trial...2
gene	min	max	ave
1	39182	40946	40072.1
2	38735	40156	39421
3	38428	39472	38915.5
4	38058	39079	38510.8
5	37653	38676	38164.5
6	37499	38182	37879.7
7	37377	37900	37641.4
8	37199	37848	37456.7
9	37110	37498	37309.8
10	37001	37374	37193.2
11	36983	37294	37105.4
12	36932	37138	37041.7
13	36908	37065	36994.7
14	36905	37037	36961.8
15	36905	37010	36939.8
16	36905	36964	36921.7
17	36905	36958	36910.4
18	36905	36958	36906.2
19	36905	36905	36905
trial...3
gene	min	max	ave
1	39224	40841	40048.1
2	38752	40110	39386.5
3	38405	39513	38877.3
4	38100	38919	38488.9
5	37851	38499	38164.6
6	37545	38229	37894.9
7	37342	38030	37677.1
8	37214	37779	37483.4
9	37128	37524	37328.4
10	37022	37405	37204.8
11	36959	37253	37104.5
12	36931	37150	37029.3
13	36909	37065	36972.6
14	36906	37009	36934.2
15	36905	36969	36918.5
16	36905	36930	36910.6
17	36905	36921	36906.9
18	36905	36920	36905.2
19	36905	36906	36905
20	36905	36905	36905
trial...4
gene	min	max	ave
1	39166	40955	39999.1
2	38635	40232	39346.6
3	38208	39385	38847.2
4	37862	38976	38443.7
5	37664	38569	38107
6	37457	38203	37839.9
7	37364	37881	37612.4
8	37198	37630	37435.4
9	37122	37484	37293.6
10	37060	37319	37186.3
11	36998	37232	37102.6
12	36949	37139	37033.9
13	36912	37068	36976.5
14	36905	37029	36939.1
15	36905	37011	36917.2
16	36905	36933	36908
17	36905	36918	36905.3
18	36905	36905	36905
trial...5
gene	min	max	ave
1	39254	41025	40081.4
2	38696	40224	39438.7
3	38378	39558	38911.1
4	38024	38945	38510.2
5	37662	38545	38183.9
6	37593	38328	37920.8
7	37384	37996	37684.9
8	37259	37724	37494.1
9	37167	37517	37338.1
10	37076	37382	37207.3
11	36994	37237	37100.8
12	36931	37190	37025.3
13	36906	37059	36975
14	36905	37006	36938.8
15	36905	36964	36918.6
16	36905	36937	36908
17	36905	36913	36905.7
18	36905	36906	36905.3
19	36905	36906	36905.1
20	36905	36906	36905
21	36905	36905	36905
trial...6
gene	min	max	ave
1	39216	40969	40094
2	38844	40200	39444.8
3	38376	39564	38928
4	37833	39075	38521.9
5	37770	38615	38183
6	37401	38228	37908
7	37153	38011	37671.1
8	37121	37723	37464.3
9	37090	37510	37293.2
10	36993	37369	37166.5
11	36961	37255	37064.5
12	36935	37119	36990.2
13	36905	37037	36948
14	36905	36964	36924.4
15	36905	36934	36912.2
16	36905	36919	36906.8
17	36905	36919	36905.1
18	36905	36905	36905
trial...7
gene	min	max	ave
1	39168	41211	40039.5
2	38613	40108	39382.3
3	38181	39460	38867.3
4	37975	38848	38470.9
5	37681	38555	38152.7
6	37455	38140	37880.5
7	37373	37925	37653.9
8	37290	37699	37474
9	37153	37547	37333.9
10	37071	37375	37221.3
11	36966	37240	37135.3
12	36940	37150	37066.4
13	36920	37106	37012.2
14	36907	37056	36966.5
15	36907	37007	36932.7
16	36907	36969	36914.1
17	36907	36919	36908.8
18	36907	36919	36907.3
19	36907	36907	36907
trial...8
gene	min	max	ave
1	38969	41161	39992.7
2	38360	40255	39353.6
3	38208	39452	38840.2
4	37982	38983	38433.6
5	37766	38652	38100.5
6	37469	38146	37836.7
7	37330	37906	37617.6
8	37210	37732	37434.8
9	37121	37506	37292.9
10	37045	37443	37182.9
11	36989	37328	37095.4
12	36939	37154	37025.3
13	36905	37068	36971.8
14	36905	37021	36938.6
15	36905	36967	36922.4
16	36905	36947	36916.9
17	36905	36928	36913.5
18	36905	36919	36910.7
19	36905	36918	36907.4
20	36905	36918	36905.7
21	36905	36905	36905
trial...9
gene	min	max	ave
1	39111	40875	40023.9
2	38538	40000	39353.4
3	38161	39479	38865.4
4	37957	38901	38468.6
5	37681	38554	38135.4
6	37434	38193	37854.6
7	37293	37930	37628.4
8	37161	37746	37445.5
9	37049	37575	37286.9
10	36969	37389	37161.9
11	36946	37223	37061.7
12	36913	37110	36984.8
13	36905	37043	36938.9
14	36905	37011	36918
15	36905	36936	36908.8
16	36905	36927	36905.7
17	36905	36907	36905.1
18	36905	36905	36905
trial...10
gene	min	max	ave
1	39169	40871	40025.7
2	38322	40120	39378.5
3	38038	39351	38865.4
4	37902	38900	38454.4
5	37710	38558	38115.4
6	37526	38118	37830.6
7	37316	37861	37606.6
8	37079	37711	37432.5
9	37079	37536	37288
10	37029	37329	37176.2
11	36951	37234	37090.8
12	36942	37114	37028.6
13	36917	37064	36986.8
14	36909	37027	36952.6
15	36905	36990	36928.6
16	36905	36959	36916
17	36905	36928	36910.4
18	36905	36920	36906.9
19	36905	36918	36905.1
20	36905	36905	36905
opt count : 8
opt average : 36906.5
convergence generation : 19.2
