Instance : rl1304.tsp
opt distance : 252948
trial : 10
generation : 100
population : 200
children : 100
trial...1
gene	min	max	ave
1	269029	289387	277888
2	264650	281002	271796
3	260857	273860	267032
4	259282	268196	263466
5	257384	263621	260756
6	256518	261251	258653
7	254861	258999	257084
8	254484	257506	255929
9	254003	256364	255060
10	253694	255491	254439
11	253507	254579	253971
12	253446	254359	253684
13	253321	253789	253508
14	253195	253614	253406
15	253178	253424	253347
16	253178	253412	253318
17	253125	253380	253296
18	253125	253325	253270
19	253125	253325	253228
20	253125	253325	253181
21	253125	253296	253142
22	253125	253274	253128
23	253125	253125	253125
trial...2
gene	min	max	ave
1	269576	290544	277939
2	264624	280550	271824
3	261147	272974	267314
4	259709	269180	263739
5	257704	265041	261065
6	256928	262316	259124
7	255966	259906	257580
8	255029	258425	256410
9	254125	256621	255498
10	253739	255751	254826
11	253336	255108	254271
12	253194	254648	253847
13	253111	254025	253535
14	253087	253646	253341
15	253051	253485	253216
16	252949	253398	253124
17	252948	253266	253066
18	252948	253123	253022
19	252948	253087	252981
20	252948	253033	252956
21	252948	253018	252950
22	252948	252948	252948
trial...3
gene	min	max	ave
1	268633	290807	277438
2	264279	277242	271381
3	260722	273064	266770
4	258313	266813	263403
5	257466	265399	260676
6	255379	261894	258571
7	254520	259261	256949
8	254320	257578	255819
9	253832	256424	254931
10	253599	255068	254280
11	253257	254472	253835
12	253041	253899	253543
13	253033	253730	253343
14	252955	253533	253204
15	252948	253417	253110
16	252948	253210	253053
17	252948	253129	253012
18	252948	253084	252980
19	252948	253033	252960
20	252948	253033	252950
21	252948	252955	252948
22	252948	252948	252948
trial...4
gene	min	max	ave
1	265441	290162	278035
2	262972	279770	271785
3	260624	274411	267234
4	258939	269859	263489
5	257143	264055	260452
6	255641	261448	258342
7	254988	259181	256772
8	254462	257221	255641
9	254007	255810	254812
10	253680	255010	254206
11	253390	254333	253803
12	253096	253873	253529
13	253017	253619	253362
14	252948	253485	253242
15	252948	253348	253126
16	252948	253309	253017
17	252948	253168	252960
18	252948	252987	252949
19	252948	252948	252948
trial...5
gene	min	max	ave
1	265650	295072	277740
2	264403	281100	271697
3	262019	271781	267147
4	259783	267240	263723
5	258059	264263	261102
6	256115	261950	258979
7	255242	259806	257239
8	254265	258113	255940
9	253865	256286	255001
10	253417	255443	254298
11	253213	254801	253740
12	253036	254088	253394
13	252953	253626	253172
14	252948	253258	253041
15	252948	253129	252976
16	252948	253033	252951
17	252948	252958	252948
18	252948	252948	252948
trial...6
gene	min	max	ave
1	269599	290560	278370
2	264396	280449	272178
3	262426	272485	267458
4	259801	267902	263763
5	258194	264421	260775
6	256070	261740	258692
7	254655	259355	257015
8	254333	257631	255812
9	253925	256079	254893
10	253622	255405	254248
11	253386	254732	253782
12	253147	253998	253467
13	253017	253607	253238
14	252999	253296	253105
15	252999	253186	253038
16	252999	253088	253007
17	252999	253084	253000
18	252999	252999	252999
trial...7
gene	min	max	ave
1	269219	286243	277676
2	264805	279317	271535
3	261857	272656	266965
4	257980	267573	263437
5	256975	264387	260858
6	255872	261886	258777
7	255326	259733	257146
8	254386	258110	255904
9	253799	256435	254936
10	253254	255195	254273
11	253207	254758	253811
12	253018	254124	253466
13	252960	253672	253218
14	252948	253445	253044
15	252948	253186	252975
16	252948	253000	252953
17	252948	252949	252948
18	252948	252948	252948
trial...8
gene	min	max	ave
1	268798	291276	277903
2	263461	280606	271616
3	261424	276093	267077
4	258566	267907	263564
5	258009	264828	260810
6	256246	261409	258647
7	255529	259829	256980
8	254329	257652	255794
9	253730	255983	254897
10	253543	254959	254228
11	253368	254432	253798
12	253232	253921	253537
13	253039	253629	253377
14	252963	253466	253269
15	252948	253344	253167
16	252948	253291	253061
17	252948	253208	252987
18	252948	253084	252955
19	252948	252999	252949
20	252948	252948	252948
trial...9
gene	min	max	ave
1	266971	291540	277801
2	264958	279564	271716
3	262041	273046	266849
4	259771	268350	263280
5	257738	264137	260628
6	256548	261830	258662
7	254806	259056	257097
8	254187	257716	255899
9	253847	256423	254959
10	253392	255105	254294
11	253271	254433	253839
12	253052	253951	253519
13	252986	253781	253262
14	252948	253490	253058
15	252948	253163	252964
16	252948	253011	252949
17	252948	252948	252948
trial...10
gene	min	max	ave
1	269901	291811	278651
2	266090	284175	272409
3	261707	274729	267492
4	259381	270564	263879
5	257190	264696	261208
6	256703	261987	259036
7	255368	259780	257304
8	254741	257758	255947
9	254046	256599	255005
10	253569	255692	254346
11	253317	254636	253848
12	253129	253990	253530
13	253002	253646	253298
14	252949	253421	253127
15	252948	253194	253021
16	252948	253080	252976
17	252948	253007	252958
18	252948	252999	252950
19	252948	252949	252948
20	252948	252948	252948
opt count : 8
opt average : 252971
convergence generation : 19.7
