Instance : pr1002.tsp
opt distance : 259045
trial : 10
generation : 100
population : 200
children : 100
trial...1
gene	min	max	ave
1	277015	288933	282214
2	274658	282306	277889
3	271270	277724	274628
4	269093	274423	271966
5	267749	271754	269872
6	266155	270004	268106
7	265135	268516	266680
8	264113	266854	265500
9	263237	265512	264500
10	262089	264670	263557
11	260811	263918	262741
12	260362	262801	261978
13	259976	262041	261232
14	259696	261599	260652
15	259593	260934	260193
16	259435	260401	259861
17	259330	259952	259619
18	259224	259724	259426
19	259119	259474	259287
20	259056	259354	259184
21	259054	259179	259115
22	259048	259158	259076
23	259045	259115	259057
24	259045	259081	259049
25	259045	259052	259046
26	259045	259051	259045
27	259045	259048	259045
28	259045	259045	259045
trial...2
gene	min	max	ave
1	276936	289880	282261
2	274027	282212	278010
3	270174	277798	274727
4	269231	275154	272164
5	267603	272639	270004
6	266096	270301	268227
7	265444	268715	266797
8	264229	266933	265595
9	263294	265679	264614
10	262243	264814	263768
11	261560	264001	263038
12	261221	263290	262380
13	260980	262573	261810
14	260240	262001	261293
15	260066	261611	260845
16	259861	261156	260465
17	259642	260595	260140
18	259516	260373	259870
19	259340	259993	259649
20	259191	259728	259456
21	259087	259525	259320
22	259070	259407	259232
23	259066	259309	259178
24	259062	259239	259135
25	259062	259225	259092
26	259062	259224	259073
27	259062	259084	259065
28	259062	259065	259062
29	259062	259063	259062
30	259062	259062	259062
trial...3
gene	min	max	ave
1	277439	290968	281907
2	274007	281385	277691
3	271180	277566	274589
4	269745	274073	272053
5	268069	272066	269967
6	266362	270119	268293
7	264859	268992	266909
8	264389	267589	265710
9	263489	266093	264687
10	262673	264906	263763
11	261752	264055	262988
12	261158	263261	262268
13	260683	262790	261625
14	260135	261822	261062
15	259980	261139	260604
16	259715	260747	260254
17	259543	260444	259949
18	259427	260147	259686
19	259272	259835	259483
20	259191	259571	259343
21	259140	259383	259263
22	259107	259307	259207
23	259071	259246	259157
24	259049	259227	259113
25	259047	259174	259079
26	259045	259102	259059
27	259045	259084	259049
28	259045	259048	259046
29	259045	259048	259045
30	259045	259048	259045
31	259045	259045	259045
trial...4
gene	min	max	ave
1	277810	287388	282095
2	273897	282799	277905
3	270948	277972	274574
4	268744	274644	271925
5	267796	272216	269784
6	266275	269992	268038
7	265019	268584	266607
8	263645	266762	265390
9	262844	265556	264378
10	261956	264717	263503
11	261243	263792	262739
12	261037	263065	262060
13	260709	262232	261452
14	260529	261498	260991
15	260148	261061	260627
16	260040	260675	260349
17	259875	260522	260143
18	259760	260272	259969
19	259562	260025	259818
20	259464	259846	259680
21	259415	259777	259557
22	259415	259721	259462
23	259413	259565	259425
24	259410	259435	259416
25	259410	259418	259414
26	259410	259418	259414
27	259410	259415	259413
28	259410	259415	259411
29	259410	259413	259410
30	259410	259413	259410
31	259410	259410	259410
trial...5
gene	min	max	ave
1	277934	286814	282090
2	274189	281368	277821
3	271120	277723	274629
4	269551	274830	271934
5	267883	271978	269835
6	265891	270206	268067
7	264815	268556	266589
8	263537	266810	265362
9	262978	265586	264334
10	262155	264559	263414
11	261622	263684	262636
12	261093	263024	262003
