Instance : rl1323.tsp
opt distance : 270199
trial : 10
generation : 100
population : 200
children : 100
trial...1
gene	min	max	ave
1	288745	307345	296294
2	284188	296191	290041
3	280063	292337	285610
4	277620	286796	281952
5	276392	283464	279076
6	274194	279964	276814
7	272664	277502	275166
8	272371	275827	273866
9	271627	274059	272871
10	271344	273000	272107
11	270964	272190	271599
12	270618	271884	271226
13	270540	271414	270958
14	270378	271114	270754
15	270255	271010	270591
16	270214	270714	270492
17	270214	270609	270425
18	270214	270526	270359
19	270214	270508	270291
20	270214	270470	270242
21	270214	270324	270217
22	270214	270214	270214
trial...2
gene	min	max	ave
1	287535	305197	296252
2	284146	296507	290193
3	280821	291517	285793
4	277214	286004	282300
5	274847	283315	279485
6	274291	279940	277259
7	273106	278206	275500
8	272419	276285	274077
9	271823	274884	273021
10	271130	273349	272217
11	270831	272651	271619
12	270582	271725	271179
13	270374	271460	270860
14	270301	271073	270597
15	270216	270886	270435
16	270202	270531	270350
17	270199	270454	270296
18	270199	270365	270260
19	270199	270324	270230
20	270199	270324	270210
21	270199	270257	270203
22	270199	270214	270200
23	270199	270199	270199
trial...3
gene	min	max	ave
1	283841	306048	295204
2	281677	295626	289409
3	278961	289759	284990
4	276344	285639	281395
5	274159	282453	278660
6	273533	278792	276641
7	272906	277267	274983
8	272048	275648	273639
9	271618	274088	272650
10	271034	273050	271942
11	270770	272144	271392
12	270457	271485	270983
13	270246	271144	270700
14	270214	270805	270501
15	270214	270608	270370
16	270199	270454	270283
17	270199	270454	270233
18	270199	270381	270217
19	270199	270214	270213
20	270199	270214	270212
21	270199	270214	270210
22	270199	270214	270206
23	270199	270214	270203
24	270199	270214	270200
25	270199	270214	270199
26	270199	270199	270199
trial...4
gene	min	max	ave
1	287301	304933	295818
2	282512	296598	289888
3	279499	292549	285263
4	277426	286539	281671
5	275719	281956	278921
6	273992	279572	276655
7	272687	277383	274876
8	272059	275211	273471
9	271230	274033	272531
10	270845	272818	271819
11	270576	272018	271282
12	270354	271597	270873
13	270263	271203	270577
14	270214	270785	270380
15	270212	270471	270294
16	270199	270363	270258
17	270199	270324	270231
18	270199	270303	270218
19	270199	270227	270212
20	270199	270227	270209
21	270199	270214	270205
22	270199	270214	270202
23	270199	270214	270199
24	270199	270199	270199
trial...5
gene	min	max	ave
1	287816	307703	296799
2	282818	298428	290828
3	280917	292758	285907
4	278101	286727	282070
5	275759	282578	279261
6	274424	279986	276943
7	273197	277609	275141
8	272113	275921	273728
9	271363	274901	272713
10	271004	272956	272006
11	270696	272314	271478
12	270584	271735	271083
13	270342	271482	270766
14	270257	271021	270517
15	270199	270614	270348
16	270199	270464	270251
17	270199	270340	270208
18	270199	270262	270199
19	270199	270199	270199
trial...6
gene	min	max	ave
1	287891	305697	295645
2	281247	297611	289533
3	280041	291232	284867
4	277649	285650	281172
5	275679	281533	278475
6	274401	278805	276312
7	272657	276216	274698
8	271895	275059	273503
9	271596	273996	272541
10	270987	272687	271813
11	270836	272101	271317
12	270679	271478	270960
13	270561	271029	270732
14	270512	270765	270589
15	270508	270652	270526
16	270508	270536	270510
17	270508	270512	270508
18	270508	270512	270508
19	270508	270508	270508
trial...7
gene	min	max	ave
1	288062	303239	295412
2	283000	295988	289425
3	280499	289750	285043
4	277489	286517	281452
5	275972	282098	278752
6	274597	278971	276597
7	273147	277376	274998
8	272276	275142	273726
9	271776	274394	272733
10	271290	272916	271997
11	270784	272262	271454
12	270561	271613	271048
13	270317	271301	270746
14	270242	270967	270508
15	270199	270620	270340
16	270199	270460	270244
17	270199	270301	270211
18	270199	270214	270205
19	270199	270214	270201
20	270199	270214	270199
21	270199	270199	270199
trial...8
gene	min	max	ave
1	283702	307434	295519
2	282167	298022	289531
3	279210	290918	284865
4	276547	285367	281254
5	275629	282381	278562
6	274069	279481	276501
7	272906	276602	274890
8	272146	275054	273628
9	271712	273856	272674
10	271111	273036	271959
11	270648	272297	271413
12	270497	271724	271000
13	270281	271117	270696
14	270223	270909	270471
15	270214	270555	270327
16	270199	270438	270249
17	270199	270315	270218
18	270199	270227	270208
19	270199	270214	270202
20	270199	270214	270199
21	270199	270199	270199
trial...9
gene	min	max	ave
1	285849	305478	295904
2	282083	297223	289902
3	279877	290871	285145
4	277964	285463	281492
5	276301	282038	278866
6	273610	279276	276775
7	272275	276868	275040
8	272035	275622	273713
9	271278	274737	272687
10	270915	272749	271914
11	270753	272332	271432
12	270670	271683	271089
13	270670	271322	270867
14	270589	271018	270745
15	270589	270888	270688
16	270589	270731	270664
17	270589	270698	270649
18	270589	270670	270635
19	270589	270670	270624
20	270589	270634	270613
21	270589	270634	270601
22	270589	270634	270592
23	270589	270634	270589
24	270589	270589	270589
trial...10
gene	min	max	ave
1	287512	307895	296433
2	282147	298736	290374
3	279751	289775	285521
4	277604	285967	281840
5	275014	282263	278851
6	274307	279572	276482
7	273152	277237	274735
8	272202	275066	273426
9	271448	273727	272450
10	271017	272746	271774
11	270508	271934	271257
12	270382	271421	270889
13	270255	271078	270623
14	270232	270877	270440
15	270199	270696	270317
16	270199	270369	270256
17	270199	270318	270229
18	270199	270303	270208
19	270199	270227	270199
20	270199	270199	270199
opt count : 7
opt average : 270270
convergence generation : 21.9
