Instance : rl11849.tsp
opt distance : 923288
trial : 10
generation : 100
population : 200
children : 100
trial...1
gene	min	max	ave
1	1.01594e+06	1.05417e+06	1.03316e+06
2	1.00763e+06	1.03137e+06	1.01967e+06
3	999188	1.01905e+06	1.00903e+06
4	992231	1.00768e+06	1.00016e+06
5	984933	998704	992577
6	978965	990560	985971
7	974241	985148	980272
8	970573	979417	975340
9	966343	974521	971047
10	961708	970067	967086
11	959094	966569	963450
12	956750	963290	960168
13	954540	960041	957255
14	952663	957232	954519
15	949721	954163	952115
16	947947	952332	949824
17	945737	949654	947783
18	943570	947581	945931
19	942465	945953	944271
20	940828	944034	942727
21	939560	942844	941282
22	938389	941283	939947
23	937470	939752	938688
24	936534	938700	937531
25	935310	937526	936452
26	934335	936398	935455
27	933491	935633	934532
28	932625	934643	933678
29	931656	933689	932900
30	930987	932883	932166
31	930260	932399	931476
32	930018	931566	930846
33	929496	931190	930274
34	928850	930309	929738
35	928504	929888	929271
36	928205	929369	928819
37	927937	928968	928424
38	927418	928493	928032
39	927185	928185	927671
40	926913	927742	927330
41	926642	927396	927026
42	926331	927080	926734
43	926063	926812	926459
44	925854	926518	926204
45	925597	926300	925972
46	925350	926046	925739
47	925234	925816	925522
48	924977	925602	925324
49	924929	925371	925145
50	924768	925202	924987
51	924613	925021	924840
52	924490	924873	924704
53	924424	924787	924586
54	924321	924637	924473
55	924248	924506	924374
56	924162	924390	924286
57	924120	924345	924209
58	924065	924234	924137
59	924012	924155	924075
60	923964	924078	924025
61	923950	924045	923987
62	923920	923988	923953
63	923868	923950	923925
64	923854	923923	923899
65	923841	923904	923876
66	923834	923885	923858
67	923827	923865	923844
68	923825	923851	923834
69	923820	923839	923829
70	923819	923832	923826
71	923818	923832	923824
72	923818	923826	923822
73	923818	923825	923820
74	923818	923824	923819
75	923818	923824	923818
76	923818	923818	923818
trial...2
gene	min	max	ave
1	1.01756e+06	1.05553e+06	1.03331e+06
2	1.00989e+06	1.03072e+06	1.0201e+06
3	1.00207e+06	1.01764e+06	1.00925e+06
4	992742	1.00715e+06	1.00022e+06
5	986133	997271	992745
6	981145	990164	986303
7	976261	985143	980542
8	970485	979555	975467
9	967117	975770	970877
10	962822	970208	966880
11	959834	965829	963458
12	956885	962588	960148
13	954525	960221	957250
14	952330	956465	954573
15	949450	953800	952041
16	947279	951911	949876
17	946101	949582	947770
18	944161	947970	945888
19	942274	945936	944208
20	940533	944207	942569
21	939423	942724	941109
22	938525	941313	939752
23	937219	940415	938468
24	935940	938433	937330
25	935208	937446	936223
26	933937	936176	935138
27	933039	935151	934156
28	932138	934270	933276
29	931530	933365	932456
30	930725	932421	931679
31	930162	931956	930963
32	929473	931124	930342
33	928973	930492	929770
34	928522	929740	929218
35	927718	929335	928713
36	927512	928854	928240
37	927141	928234	927791
38	926794	927836	927387
39	926586	927380	927023
40	926249	927054	926670
41	925897	926715	926358
42	925684	926454	926076
43	925578	926171	925832
44	925266	925866	925608
45	925104	925756	925402
46	924986	925462	925208
47	924816	925285	925037
48	924689	925152	924891
49	924568	924949	924756
50	924425	924837	924630
51	924302	924687	924514
52	924208	924565	924396
53	924140	924464	924290
54	924036	924349	924187
55	923990	924239	924097
56	923904	924142	924016
57	923865	924019	923948
58	923791	923959	923887
59	923759	923901	923832
60	923735	923828	923785
61	923715	923793	923750
62	923697	923756	923725
63	923683	923725	923705
64	923668	923710	923688
65	923660	923698	923675
66	923651	923679	923666
67	923649	923672	923660
68	923646	923665	923654
69	923646	923663	923650
70	923646	923657	923648
71	923646	923653	923647
72	923646	923648	923646
73	923646	923648	923646
74	923646	923646	923646
trial...3
gene	min	max	ave
1	1.01936e+06	1.0455e+06	1.03285e+06
2	1.00799e+06	1.03056e+06	1.02002e+06
3	996997	1.01732e+06	1.00961e+06
4	991710	1.00693e+06	1.0006e+06
5	987452	999133	993028
6	979996	991369	986589
7	975908	985756	980940
8	971720	979421	975933
9	967903	975293	971425
10	962907	970904	967377
11	958859	966899	963735
12	956849	962892	960414
13	954255	959607	957432
14	951712	957111	954747
15	949730	954102	952308
16	946760	951957	950014
17	945667	949673	947883
18	943783	947527	945905
19	942460	946034	944110
20	940950	943886	942511
21	939508	943151	940983
22	938052	940807	939539
23	936964	939491	938271
24	935752	938297	937077
25	934578	937187	935948
26	933386	935874	934908
27	932455	935129	933982
28	931992	934022	933136
29	931613	933175	932370
30	930988	932606	931618
31	930088	931734	930950
32	929663	930925	930336
33	928883	930562	929755
34	928673	929836	929209
35	928118	929588	928713
36	927675	928805	928262
37	927238	928496	927842
38	926964	927948	927450
39	926534	927517	927091
40	926283	927155	926763
41	925991	926837	926451
42	925769	926496	926169
43	925540	926253	925906
44	925294	925932	925671
45	925126	925721	925453
46	924771	925534	925252
47	924731	925261	925068
48	924641	925165	924906
49	924502	924946	924742
50	924427	924790	924607
51	924277	924634	924487
52	924224	924529	924382
53	924122	924413	924284
54	924099	924322	924205
55	924024	924229	924132
56	923982	924154	924067
57	923925	924102	924008
58	923885	924021	923958
59	923855	923964	923913
60	923823	923928	923873
61	923806	923885	923841
62	923786	923856	923816
63	923766	923824	923795
64	923752	923802	923779
65	923740	923783	923765
66	923735	923771	923754
67	923725	923759	923745
68	923723	923753	923738
69	923723	923752	923731
70	923723	923739	923727
71	923723	923729	923725
72	923723	923729	923724
73	923723	923729	923723
74	923723	923723	923723
trial...4
gene	min	max	ave
1	1.01944e+06	1.05074e+06	1.03289e+06
2	1.01056e+06	1.03077e+06	1.0202e+06
3	998991	1.01688e+06	1.01003e+06
4	993421	1.00963e+06	1.00115e+06
5	986983	1.00054e+06	993646
6	982162	992266	987005
7	976952	985072	981226
8	972003	979879	976213
9	968046	974985	971589
10	964519	970535	967614
11	960925	966948	964074
12	958374	963655	960849
13	954888	960246	957898
14	952622	957429	955242
15	950082	954646	952693
16	948082	952531	950432
17	945273	950001	948289
18	944075	948459	946402
19	943016	946376	944644
20	941030	944554	943018
21	939643	942844	941575
22	938394	941580	940235
23	937279	940127	938945
24	935894	938913	937798
25	935158	937915	936720
26	934222	937242	935710
27	933637	936056	934771
28	932707	934962	933904
29	932134	934223	933052
30	931103	933124	932238
31	930469	932554	931512
32	930043	931617	930811
33	929408	930766	930151
34	928756	930188	929526
35	928349	929614	928943
36	927871	928974	928434
37	927440	928473	927967
38	927071	928005	927520
39	926509	927537	927114
40	926239	927191	926743
41	925934	926747	926398
42	925715	926399	926072
43	925401	926092	925785
44	925278	925761	925542
45	925056	925654	925302
46	924815	925378	925088
47	924664	925124	924901
48	924502	924995	924726
49	924355	924798	924568
50	924194	924638	924424
51	924111	924454	924296
52	924065	924337	924185
53	923966	924210	924096
54	923909	924128	924018
55	923858	924031	923949
56	923764	923989	923889
57	923738	923900	923837
58	923717	923841	923793
59	923690	923805	923758
60	923671	923764	923726
61	923659	923736	923699
62	923645	923708	923675
63	923626	923678	923654
64	923610	923657	923635
65	923600	923645	923620
66	923595	923628	923609
67	923590	923616	923602
68	923588	923605	923597
69	923586	923601	923594
70	923586	923601	923592
71	923586	923597	923589
72	923586	923594	923587
73	923586	923594	923586
74	923586	923586	923586
trial...5
gene	min	max	ave
1	1.0171e+06	1.04796e+06	1.03247e+06
2	1.00657e+06	1.0296e+06	1.01967e+06
3	1.00036e+06	1.02048e+06	1.00902e+06
4	990184	1.00919e+06	1.00033e+06
5	986128	997395	992866
6	981545	991739	986286
7	976459	985773	980431
8	971437	978754	975382
9	966335	973774	970868
10	963342	969673	966937
11	958850	966017	963304
12	956868	962520	960057
13	952787	960104	957056
14	950937	956542	954341
15	948420	953808	951839
16	947089	951563	949580
17	945644	949283	947546
18	943926	947289	945683
19	941740	945834	943939
20	940068	944612	942318
21	939038	942182	940864
22	938124	941124	939519
23	937015	939488	938276
24	936150	937984	937088
25	935099	937044	936028
26	933892	935800	935029
27	933001	935126	934104
28	932008	934127	933231
29	931203	933163	932396
30	930777	932514	931656
31	930139	931809	930978
32	929520	931107	930354
33	928832	930619	929802
34	928537	929863	929277
35	928135	929330	928788
36	927822	928799	928336
37	927468	928415	927928
38	926854	927979	927543
39	926583	927618	927188
40	926466	927289	926857
41	926102	926945	926557
42	925955	926635	926274
43	925624	926309	926016
44	925493	926069	925789
45	925332	925846	925579
46	925185	925608	925391
47	925010	925430	925225
48	924866	925324	925065
49	924691	925116	924922
50	924609	924971	924789
51	924527	924825	924670
52	924439	924682	924566
53	924365	924575	924472
54	924297	924505	924393
55	924206	924448	924322
56	924142	924335	924255
57	924107	924282	924198
58	924070	924208	924146
59	924027	924165	924101
60	924011	924115	924062
61	923981	924081	924030
62	923956	924043	924002
63	923946	924011	923978
64	923938	923984	923959
65	923930	923962	923944
66	923928	923950	923935
67	923921	923943	923930
68	923920	923937	923927
69	923917	923929	923926
70	923917	923928	923924
71	923917	923928	923922
72	923917	923927	923920
73	923917	923925	923918
74	923917	923925	923917
75	923917	923917	923917
trial...6
gene	min	max	ave
1	1.01873e+06	1.05333e+06	1.03252e+06
2	1.00642e+06	1.03051e+06	1.01957e+06
3	1.00086e+06	1.01815e+06	1.00919e+06
4	994120	1.00751e+06	1.00049e+06
5	987261	998416	993023
6	982549	991216	986647
7	976258	985780	980933
8	972255	979844	975843
9	966931	974163	971305
10	964291	970446	967350
11	960458	966568	963697
12	957630	962996	960357
13	954398	959869	957291
14	951372	956652	954625
15	949553	954736	952129
16	946720	951652	949913
17	945734	949831	947894
18	943934	948173	945981
19	942504	945950	944193
20	941285	944026	942545
21	939360	942283	941029
22	938279	940795	939655
23	936654	939861	938337
24	935815	938390	937168
25	934491	937085	936089
26	934070	936304	935049
27	932961	934964	934126
28	932050	934285	933260
29	931568	933409	932459
30	930681	932586	931696
31	930300	931924	930971
32	929370	931069	930298
33	928973	930384	929668
34	928338	929580	929104
35	928000	929109	928573
36	927461	928661	928081
37	926903	928154	927613
38	926527	927727	927194
39	926294	927218	926796
40	926032	926845	926438
41	925760	926616	926130
42	925517	926188	925850
43	925293	925901	925597
44	925045	925645	925369
45	924944	925402	925154
46	924754	925208	924974
47	924563	924982	924809
48	924404	924832	924663
49	924351	924691	924534
50	924280	924546	924417
51	924147	924468	924310
52	924097	924373	924215
53	924026	924242	924127
54	923954	924139	924052
55	923894	924080	923988
56	923833	924016	923927
57	923781	923953	923876
58	923767	923923	923831
59	923726	923847	923793
60	923698	923820	923758
61	923680	923772	923727
62	923662	923743	923699
63	923651	923714	923679
64	923641	923686	923661
65	923628	923666	923645
66	923618	923655	923633
67	923605	923635	923622
68	923602	923623	923614
69	923599	923618	923608
70	923599	923613	923603
71	923597	923607	923600
72	923596	923603	923599
73	923596	923603	923599
74	923596	923599	923599
75	923596	923599	923598
76	923596	923599	923598
77	923596	923599	923597
78	923596	923599	923596
79	923596	923599	923596
80	923596	923596	923596
trial...7
gene	min	max	ave
1	1.01943e+06	1.05447e+06	1.03231e+06
2	1.00879e+06	1.03318e+06	1.01929e+06
3	998131	1.02034e+06	1.00905e+06
4	993385	1.00787e+06	1.00052e+06
5	986800	997492	992980
6	980830	991734	986462
7	976659	985154	980665
8	971604	979246	975587
9	968156	974583	971118
10	962506	970748	967146
11	960683	966130	963547
12	957346	963604	960326
13	953339	960317	957278
14	951837	956812	954574
15	949999	954937	952167
16	947752	952276	949954
17	945884	951071	947964
18	944323	947918	946061
19	942612	946120	944342
20	940915	944154	942779
21	939506	942878	941309
22	938111	941369	939944
23	937424	940019	938682
24	936319	938801	937535
25	934941	937606	936425
26	934341	936424	935389
27	933538	935348	934467
28	932613	934681	933621
29	931727	933611	932804
30	931060	932815	932069
31	930404	932265	931392
32	929887	931714	930782
33	929214	930976	930205
34	928875	930225	929643
35	928501	929791	929148
36	927976	929373	928717
37	927604	928890	928302
38	927259	928376	927894
39	926924	928033	927526
40	926729	927622	927186
41	926517	927339	926854
42	926146	926988	926536
43	925929	926594	926250
44	925668	926437	925998
45	925511	926073	925760
46	925185	925803	925533
47	925074	925570	925326
48	924916	925395	925146
49	924743	925166	924977
50	924594	925074	924829
51	924532	924938	924705
52	924410	924706	924586
53	924317	924625	924479
54	924282	924517	924389
55	924196	924413	924306
56	924125	924333	924238
57	924119	924260	924182
58	924082	924174	924135
59	924052	924137	924097
60	924032	924101	924066
61	924018	924075	924043
62	924008	924042	924025
63	924001	924029	924012
64	924001	924014	924005
65	924001	924006	924002
66	924001	924003	924001
67	924001	924002	924001
68	924001	924002	924001
69	924001	924001	924001
trial...8
gene	min	max	ave
1	1.01876e+06	1.05055e+06	1.03301e+06
2	1.00875e+06	1.03186e+06	1.02028e+06
3	1.00104e+06	1.01876e+06	1.00999e+06
4	993985	1.00805e+06	1.00129e+06
5	987646	999243	993871
6	982037	992788	987415
7	977586	985126	981842
8	971004	980299	976850
9	968307	975351	972350
10	964775	971357	968291
11	960847	967744	964612
12	958054	963800	961244
13	955300	960749	958226
14	952429	958107	955482
15	950650	955188	952945
16	948648	952728	950578
17	946178	950242	948534
18	943880	948378	946539
19	941456	946449	944637
20	940849	944849	942925
21	938777	942671	941320
22	938405	941501	939895
23	937194	939700	938594
24	935874	938471	937420
25	935310	937344	936370
26	934357	936130	935363
27	933249	935292	934417
28	931950	934362	933524
29	931568	933591	932711
30	930875	932929	931986
31	930437	932110	931328
32	929972	931407	930698
33	929350	930712	930125
34	928944	930304	929609
35	928482	929714	929112
36	928037	929210	928637
37	927524	928697	928231
38	927359	928327	927834
39	927082	927802	927469
40	926624	927480	927129
41	926395	927183	926824
42	926176	926916	926532
43	925845	926656	926271
44	925609	926325	926031
45	925351	926154	925811
46	925296	925867	925606
47	925185	925673	925425
48	924994	925507	925260
49	924819	925276	925102
50	924715	925183	924963
51	924623	924991	924835
52	924559	924847	924720
53	924467	924758	924615
54	924393	924674	924517
55	924299	924584	924427
56	924230	924459	924347
57	924170	924376	924276
58	924121	924304	924215
59	924095	924233	924161
60	924049	924183	924111
61	923997	924135	924068
62	923973	924082	924030
63	923958	924041	923999
64	923941	924005	923974
65	923920	923982	923951
66	923911	923962	923931
67	923898	923934	923914
68	923890	923923	923902
69	923885	923903	923894
70	923883	923895	923888
71	923882	923891	923884
72	923882	923887	923883
73	923882	923883	923882
74	923882	923883	923882
75	923882	923883	923882
76	923882	923882	923882
trial...9
gene	min	max	ave
1	1.01946e+06	1.04743e+06	1.03305e+06
2	1.00992e+06	1.03e+06	1.01977e+06
3	1.00128e+06	1.01675e+06	1.0094e+06
4	993179	1.00663e+06	1.00065e+06
5	986634	998673	993347
6	980245	991976	986881
7	975769	985867	981204
8	971596	979693	976065
9	967830	975545	971574
10	963707	970199	967525
11	960045	966753	963988
12	957426	963423	960792
13	955021	960807	957809
14	952072	958008	955043
15	948826	954807	952448
16	947303	952663	950264
17	946114	950291	948171
18	944067	948093	946298
19	942988	946150	944565
20	941463	944780	942935
21	939907	942655	941449
22	938768	941643	940129
23	937615	940112	938829
24	935640	938784	937626
25	935042	937751	936480
26	934046	936405	935445
27	933272	935734	934506
28	932634	934782	933624
29	932063	933738	932837
30	931161	932932	932073
31	930428	932036	931348
32	930012	931312	930699
33	929285	930668	930101
34	928852	930074	929541
35	928320	929672	928996
36	927907	929104	928487
37	927436	928579	928023
38	927106	928182	927594
39	926672	927605	927214
40	926398	927318	926857
41	925982	927025	926527
42	925855	926607	926219
43	925628	926325	925933
44	925370	925944	925680
45	925111	925780	925445
