Instance : d493.tsp
opt distance : 35002
trial : 10
generation : 100
population : 200
children : 100
trial...1
gene	min	max	ave
1	36369	38827	37441.3
2	36078	37560	36857.6
3	35737	36850	36429.2
4	35585	36517	36096.5
5	35421	36086	35825.5
6	35343	35911	35610
7	35178	35686	35431.1
8	35098	35509	35295.4
9	35059	35344	35188.8
10	35027	35258	35115.2
11	35018	35149	35065.6
12	35005	35085	35034.2
13	35004	35051	35020
14	35002	35030	35012.5
15	35002	35022	35007.5
16	35002	35016	35004.7
17	35002	35008	35003.5
18	35002	35005	35002.7
19	35002	35004	35002.2
20	35002	35003	35002
21	35002	35002	35002
trial...2
gene	min	max	ave
1	36418	38971	37429.6
2	36185	37600	36827.4
3	35916	36924	36397.8
4	35674	36485	36061
5	35459	36223	35799.9
6	35243	35839	35586.6
7	35190	35634	35420.9
8	35117	35519	35292.7
9	35087	35342	35197.5
10	35052	35262	35122.7
11	35021	35208	35076.5
12	35018	35098	35046.6
13	35014	35070	35031.9
14	35005	35046	35023.8
15	35005	35032	35017.6
16	35005	35024	35012.7
17	35005	35021	35008.3
18	35004	35014	35005.6
19	35004	35011	35005
20	35004	35005	35004.9
21	35004	35005	35004.9
22	35004	35005	35004.8
23	35003	35005	35004.6
24	35003	35005	35004.3
25	35003	35005	35004
26	35003	35005	35003.6
27	35003	35004	35003.3
28	35003	35004	35003.1
29	35003	35003	35003
trial...3
gene	min	max	ave
1	36691	38436	37406.1
2	36332	37576	36849.1
3	35989	36838	36425.4
4	35590	36410	36088.8
5	35430	36116	35822.8
6	35319	35876	35616.9
7	35143	35668	35445
8	35079	35505	35316.8
9	35073	35393	35218.1
10	35050	35304	35148.8
11	35014	35220	35096.7
12	35007	35156	35058.1
13	35004	35112	35035.2
14	35004	35049	35021.3
15	35002	35031	35013.8
16	35002	35027	35008.5
17	35002	35019	35005.5
18	35002	35008	35004.1
19	35002	35005	35003.5
20	35002	35005	35003.1
21	35002	35004	35002.6
22	35002	35004	35002.2
23	35002	35003	35002
24	35002	35002	35002
trial...4
gene	min	max	ave
1	36541	38411	37454.2
2	36299	37417	36854.7
3	35969	36812	36426.9
4	35740	36480	36091
5	35586	36228	35846.5
6	35396	35899	35642.1
7	35213	35685	35479
8	35150	35529	35341.7
9	35073	35420	35232.5
10	35037	35291	35143.6
11	35025	35184	35084.5
12	35008	35101	35050.8
13	35004	35061	35031.4
14	35002	35049	35019.7
15	35002	35033	35012.5
16	35002	35024	35006.4
17	35002	35021	35003.2
18	35002	35008	35002.2
19	35002	35004	35002
20	35002	35002	35002
trial...5
gene	min	max	ave
1	36614	38282	37453.2
2	36297	37439	36900.3
3	36044	36951	36491.4
4	35800	36563	36163.1
5	35598	36222	35896.1
6	35394	35931	35689.8
7	35301	35727	35522.5
8	35212	35615	35391.9
9	35129	35469	35290.2
10	35083	35389	35212.3
11	35055	35251	35149
12	35024	35180	35097.8
13	35014	35148	35059.6
14	35010	35087	35034.7
15	35005	35052	35022
16	35004	35035	35014.4
17	35004	35028	35009.3
18	35002	35017	35006.3
19	35002	35012	35004.9
20	35002	35008	35004.4
21	35002	35005	35004.1
22	35002	35005	35003.9
23	35002	35005	35003.7
24	35002	35004	35003.5
25	35002	35004	35003.1
26	35002	35004	35002.6
27	35002	35004	35002.2
28	35002	35004	35002
29	35002	35002	35002
trial...6
gene	min	max	ave
1	36703	38776	37457.8
2	36288	37614	36875
3	35971	37206	36441.4
4	35772	36598	36120.7
5	35467	36175	35853.2
6	35381	35934	35635.5
7	35269	35681	35467.4
8	35113	35498	35330.7
9	35059	35391	35227.5
10	35037	35284	35145.2
11	35030	35205	35081.7
12	35014	35103	35046.3
13	35005	35062	35030.7
14	35004	35041	35021.5
15	35003	35033	35015.4
16	35003	35021	35011.7
17	35003	35018	35008.7
18	35002	35016	35005.8
19	35002	35012	35004.1
20	35002	35007	35003.2
21	35002	35005	35002.9
22	35002	35003	35002.8
23	35002	35003	35002.6
24	35002	35003	35002.4
25	35002	35003	35002.1
26	35002	35003	35002
27	35002	35002	35002
trial...7
gene	min	max	ave
1	36653	38480	37429.2
2	36234	37562	36836.3
3	35896	36995	36418.9
4	35665	36454	36099.3
5	35563	36229	35866.4
6	35368	35967	35655
7	35261	35739	35488.3
8	35179	35562	35351.9
9	35085	35400	35245.1
10	35049	35292	35165.1
11	35034	35219	35102
12	35023	35142	35061.1
13	35010	35071	35036.2
14	35003	35046	35024.8
15	35003	35033	35017.8
16	35002	35027	35013.4
17	35002	35020	35010.3
18	35002	35018	35008.6
19	35002	35010	35007.1
20	35002	35010	35005.4
21	35002	35010	35003.3
22	35002	35009	35002.3
23	35002	35003	35002
24	35002	35002	35002
trial...8
gene	min	max	ave
1	36529	38308	37445.6
2	36086	37458	36874.7
3	35915	36946	36453.8
4	35698	36569	36132
5	35592	36228	35854.3
6	35428	35875	35645.6
7	35210	35661	35474.9
8	35155	35534	35346.6
9	35073	35373	35251.3
10	35058	35301	35173.3
11	35031	35237	35111.7
12	35020	35156	35065.1
13	35009	35110	35036.8
14	35003	35079	35022.8
15	35002	35036	35015.2
16	35002	35024	35009.6
17	35002	35016	35005.6
18	35002	35011	35003.6
19	35002	35008	35002.5
20	35002	35005	35002.1
21	35002	35002	35002
trial...9
gene	min	max	ave
1	36591	38507	37404.9
2	36323	37648	36798.3
3	35900	36975	36371.6
4	35728	36403	36043.8
5	35471	36095	35794
6	35375	35870	35588.4
7	35252	35643	35432.9
8	35132	35494	35304.8
9	35095	35403	35206.1
10	35040	35266	35129.4
11	35019	35163	35074.5
12	35005	35097	35042.7
13	35005	35065	35023.2
14	35005	35036	35012.5
15	35005	35024	35007.3
16	35005	35016	35005.4
17	35005	35008	35005
18	35005	35005	35005
trial...10
gene	min	max	ave
1	36555	38643	37422.8
2	36183	37449	36819.4
3	35861	37044	36407.2
4	35532	36470	36088.9
5	35471	36145	35836.1
6	35366	35919	35630.4
7	35246	35708	35463.4
8	35176	35487	35340.2
9	35115	35384	35239.5
10	35046	35307	35169
11	35034	35205	35116.4
12	35024	35152	35079.6
13	35008	35111	35049.7
14	35007	35094	35030.1
15	35004	35041	35020.4
16	35004	35033	35014.6
17	35004	35025	35010
18	35004	35019	35006.9
19	35004	35010	35005.1
20	35004	35008	35004.3
21	35004	35005	35004
22	35004	35004	35004
opt count : 7
opt average : 35002.6
convergence generation : 23.5
